name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,slack_weight,type,controllable,max_p_mw,min_p_mw
,1870,-51.7,1.000876,,-9.56,27.31,1.0,False,True,0.0,,True,100.0,-68.93
,1876,99.0,1.050568,,-32.37,117.14,1.0,False,True,0.0,,True,240.0,0.0
,1887,573.6800000000001,1.034904,,-155.83,396.02,1.0,False,True,0.0,,True,912.78,312.78000000000003
,1889,1526.0,1.04228,,-294.62,686.73,1.0,False,True,0.0,,True,1600.0,533.33
,1891,-12.6,1.020022,,-8.79,11.03,1.0,False,True,0.0,,True,100.0,-16.8
,1897,246.0,1.074634,,-51.25,133.11,1.0,False,True,0.0,,True,300.0,0.0
,1899,478.2,1.077688,,-103.77,263.49,1.0,False,True,0.0,,True,600.0,0.0
,1904,313.1,1.049117,,-84.45,283.42,1.0,False,True,0.0,,True,600.0,200.0
,1906,76.2,1.038735,,-16.43,44.86,1.0,False,True,0.0,,True,100.0,0.0
,1908,-31.18,1.019677,,-11.1,38.67,1.0,False,True,0.0,,True,100.0,-41.57
,1913,115.5,1.038898,,-150.95000000000002,160.36,1.0,False,True,0.0,,True,472.16,39.35
,1918,411.8,1.036866,,-93.01,274.12,1.0,False,True,0.0,,True,600.0,200.0
,1924,-184.0,1.003974,,-4.7,5.13,1.0,False,True,0.0,,True,100.0,-245.33
,1926,349.13,1.0345,,-85.36,221.35,1.0,False,True,0.0,,True,500.0,0.0
,1934,-55.4,1.014926,,-26.98,31.24,1.0,False,True,0.0,,True,100.0,-73.87
,1937,506.1,1.038487,,-480.33,314.85,1.0,False,True,0.0,,True,531.5600000000001,0.0
,1946,-17.02,1.053959,,-0.97,2.05,1.0,False,True,0.0,,True,100.0,-22.7
,1958,31.0,1.069553,,-6.75,18.14,1.0,False,True,0.0,,True,40.0,0.0
,1969,90.69,1.026295,,-20.63,54.24,1.0,False,True,0.0,,True,120.0,0.0
,1981,-2.2,1.008845,,-31.34,20.66,1.0,False,True,0.0,,True,100.0,-2.93
,1990,44.0,1.022737,,-9.66,27.19,1.0,False,True,0.0,,True,60.0,0.0
,1998,141.6,1.076837,,-30.07,80.51,1.0,False,True,0.0,,True,180.0,0.0
,2016,216.0,1.042851,,-66.86,239.75,1.0,False,True,0.0,,True,500.0,166.67000000000002
,2017,42.8,1.00366,,-11.62,38.1,1.0,False,True,0.0,,True,80.0,0.0
,2029,576.0,1.067534,,-110.85000000000001,257.0,1.0,False,True,0.0,,True,600.0,200.0
,2034,855.6,1.028122,,-171.27,441.85,1.0,False,True,0.0,,True,1000.0,333.33
,2045,234.0,1.042366,,-50.26,133.49,1.0,False,True,0.0,,True,300.0,0.0
,2049,836.2,1.004886,,-263.65,962.2,1.0,False,True,0.0,,True,2000.0,666.67
,2050,71.0,1.047683,,-92.7,98.71000000000001,1.0,False,True,0.0,,True,290.29,0.0
,2053,1.8,1.055574,,-1.02,1.37,1.0,False,True,0.0,,True,3.7,0.0
,2062,47.6,1.027043,,-30.83,67.03,1.0,False,True,0.0,,True,100.0,31.73
,2081,-142.47,1.014544,,-7.7,4.66,1.0,False,True,0.0,,True,100.0,-189.95000000000002
,2084,176.0,1.029587,,-36.19,88.39,1.0,False,True,0.0,,True,200.0,0.0
,2085,64.2,1.058532,,-13.54,36.34,1.0,False,True,0.0,,True,80.0,0.0
,2090,33.9,1.02498,,-7.04,17.88,1.0,False,True,0.0,,True,40.0,0.0
,2095,1063.5,1.046008,,-212.37,522.74,1.0,False,True,0.0,,True,1200.0,400.0
,2097,178.0,1.064541,,-36.29,86.24,1.0,False,True,0.0,,True,200.0,66.67
,2099,152.1,1.022492,,-140.97,160.69,1.0,False,True,0.0,,True,462.73,51.41
,2103,-20.9,1.005555,,-2.4,4.45,1.0,False,True,0.0,,True,100.0,-27.87
,2106,1269.4,1.040878,,-257.62,661.9,1.0,False,True,0.0,,True,1500.0,500.0
,2112,379.2,1.151426,,-73.29,172.07,1.0,False,True,0.0,,True,400.0,133.33
,2149,498.40000000000003,1.061614,,-101.5,266.17,1.0,False,True,0.0,,True,600.0,200.0
,2152,-496.6,1.065758,,-46.47,137.41,1.0,False,True,0.0,,True,100.0,-662.13
,2162,33.09,1.042967,,-7.72,17.24,1.0,False,True,0.0,,True,40.0,0.0
,2166,95.07000000000001,1.027081,,-30.11,92.35000000000001,1.0,False,True,0.0,,True,200.0,66.67
,2175,1443.55,1.0196,,-11.68,38.2,1.0,False,True,0.0,,True,2900.0,900.0
,2176,-121.3,1.068942,,-16.26,58.35,1.0,False,True,0.0,,True,100.0,-161.73
,2180,502.2,1.00154,,-274.78000000000003,198.93,1.0,False,True,0.0,,True,534.0,178.0
,2184,99.3,1.056295,,-20.83,53.94,1.0,False,True,0.0,,True,120.0,0.0
,2186,511.90000000000003,1.036364,,-145.32,405.25,1.0,False,True,0.0,,True,900.0,300.0
,2192,7.9,1.009622,,-2.56,7.47,1.0,False,True,0.0,,True,16.12,0.0
,2196,-53.29,1.031798,,-14.74,19.51,1.0,False,True,0.0,,True,100.0,-71.05
,2205,204.3,1.018916,,-46.58,137.29,1.0,False,True,0.0,,True,300.0,100.0
,2206,14.08,1.006198,,-10.76,38.96,1.0,False,True,0.0,,True,80.0,0.0
,2224,-83.5,1.025903,,-1.04,2.27,1.0,False,True,0.0,,True,100.0,-111.33
,2235,-38.45,1.020813,,-1.07,2.23,1.0,False,True,0.0,,True,100.0,-51.26
,2236,100.0,1.034951,,-27.76,94.84,1.0,False,True,0.0,,True,200.0,0.0
,2240,1170.0,1.005014,,-567.96,216.04,1.0,False,True,0.0,,True,1208.0,402.67
,2242,-30.6,1.029391,,-2.11,4.72,1.0,False,True,0.0,,True,100.0,-40.8
,2244,165.1,1.010255,,-130.81,85.19,1.0,False,True,0.0,,True,208.47,0.0
,2249,-108.5,1.024801,,-10.82,26.07,1.0,False,True,0.0,,True,100.0,-144.67000000000002
,2252,706.8000000000001,1.147706,,-139.52,351.3,1.0,False,True,0.0,,True,800.0,266.67
,2265,190.0,1.013425,,-129.47,101.16,1.0,False,True,0.0,,True,199.5,0.0
,2266,362.0,1.003207,,-78.83,228.16,1.0,False,True,0.0,,True,500.0,166.67000000000002
,2275,38.9,1.062473,,-36.5,41.67,1.0,False,True,0.0,,True,119.3,0.0
,2277,140.0,1.030091,,-86.65,53.35,1.0,False,True,0.0,,True,147.0,0.0
,2283,-59.5,1.030581,,-11.35,38.48,1.0,False,True,0.0,,True,100.0,-79.33
,2286,148.8,1.034619,,-95.79,56.21,1.0,False,True,0.0,,True,168.0,0.0
,2288,36.9,1.036649,,-20.41,15.59,1.0,False,True,0.0,,True,38.74,0.0
,2290,110.5,1.063998,,-28.93,95.69,1.0,False,True,0.0,,True,200.0,0.0
,2309,164.5,1.013414,,-42.37,141.39000000000001,1.0,False,True,0.0,,True,300.0,100.0
,2319,82.2,1.025327,,-18.8,54.86,1.0,False,True,0.0,,True,120.0,0.0
,2334,431.2,1.044074,,-94.10000000000001,273.49,1.0,False,True,0.0,,True,600.0,200.0
,2350,-35.89,1.019563,,-13.91,47.28,1.0,False,True,0.0,,True,100.0,-47.86
,2352,-113.5,1.010677,,-35.67,30.35,1.0,False,True,0.0,,True,100.0,-151.33
,2356,-184.1,1.072612,,-11.47,38.31,1.0,False,True,0.0,,True,100.0,-245.47
,2358,78.2,1.021762,,-15.5,34.35,1.0,False,True,0.0,,True,80.0,0.0
,2361,662.2,1.038978,,-138.02,351.42,1.0,False,True,0.0,,True,800.0,266.67
,2368,129.4,1.055918,,-30.04,92.72,1.0,False,True,0.0,,True,200.0,66.67
,2393,200.3,1.065017,,-110.08,380.31,1.0,False,True,0.0,,True,500.0,100.0
,2397,473.42,1.147454,,-121.98,368.84000000000003,1.0,False,True,0.0,,True,800.0,266.67
,2401,179.5,1.076661,,-36.06,88.7,1.0,False,True,0.0,,True,200.0,0.0
,2411,67.3,1.013238,,-136.29,134.54,1.0,False,True,0.0,,True,409.09000000000003,0.0
,2412,51.3,0.996424,,-31.93,90.68,1.0,False,True,0.0,,True,200.0,0.0
,2420,-320.40000000000003,1.043537,,-12.45,37.39,1.0,False,True,0.0,,True,100.0,-427.2
,2424,-100.5,1.037815,,-20.49,54.3,1.0,False,True,0.0,,True,100.0,-134.0
,2425,-43.2,1.045936,,-99.02,105.34,1.0,False,True,0.0,,True,100.0,-57.6
,2428,370.6,1.063143,,-92.65,214.1,1.0,False,True,0.0,,True,500.0,166.67000000000002
,2445,1367.0,1.048971,,-304.73,921.62,1.0,False,True,0.0,,True,2000.0,666.67
,2446,-14.5,1.031874,,-32.31,49.04,1.0,False,True,0.0,,True,100.0,-19.33
,2451,103.0,1.026174,,-61.69,47.33,1.0,False,True,0.0,,True,108.15,0.0
,2459,37.79,0.979599,,-11.74,38.01,1.0,False,True,0.0,,True,80.0,0.0
,2467,46.8,1.046839,,-11.81,38.02,1.0,False,True,0.0,,True,80.0,0.0
,2480,31.8,1.045831,,-10.71,39.12,1.0,False,True,0.0,,True,80.0,0.0
,2488,286.5,1.046032,,-61.79,162.4,1.0,False,True,0.0,,True,360.0,0.0
,2500,76.8,1.044679,,-15.29,34.56,1.0,False,True,0.0,,True,80.0,0.0
,2508,-92.5,1.025789,,-11.36,38.46,1.0,False,True,0.0,,True,100.0,-123.33
,2514,27.7,0.998497,,-6.44,18.43,1.0,False,True,0.0,,True,40.0,0.0
,2516,3.85,1.013559,,-77.07000000000001,78.13,1.0,False,True,0.0,,True,234.52,0.0
,2518,-48.0,1.028396,,-9.55,27.24,1.0,False,True,0.0,,True,100.0,-64.0
,2533,179.0,1.066932,,-36.33,86.23,1.0,False,True,0.0,,True,200.0,66.67
,2538,-122.4,1.024702,,-10.9,25.99,1.0,False,True,0.0,,True,100.0,-163.20000000000002
,2540,123.2,1.02273,,-26.44,73.34,1.0,False,True,0.0,,True,160.0,0.0
,2546,-16.7,1.014326,,-2.32,2.6,1.0,False,True,0.0,,True,100.0,-22.27
,2549,54.3,1.047876,,-16.49,58.23,1.0,False,True,0.0,,True,120.0,0.0
,2567,80.91,1.020248,,-33.52,91.25,1.0,False,True,0.0,,True,200.0,0.0
,2568,-17.85,1.027206,,-6.03,18.86,1.0,False,True,0.0,,True,100.0,-23.8
,2571,411.2,1.044176,,-91.63,276.19,1.0,False,True,0.0,,True,600.0,200.0
,2587,-196.1,1.028186,,-7.84,17.06,1.0,False,True,0.0,,True,100.0,-261.47
,2588,567.0,1.02499,,-116.19,250.66,1.0,False,True,0.0,,True,600.0,200.0
,2593,127.2,1.058099,,-28.68,81.79,1.0,False,True,0.0,,True,180.0,0.0
,2594,994.2,1.073729,,-202.07,533.87,1.0,False,True,0.0,,True,1200.0,400.0
,2599,76.48,1.047035,,-23.59,76.08,1.0,False,True,0.0,,True,160.0,0.0
,2603,-196.5,1.031949,,-7.73,17.14,1.0,False,True,0.0,,True,100.0,-262.0
,2605,291.90000000000003,1.041601,,-56.23,128.02,1.0,False,True,0.0,,True,300.0,0.0
,2619,201.0,1.030287,,-41.92,107.62,1.0,False,True,0.0,,True,240.0,0.0
,2623,53.4,1.037675,,-16.44,58.27,1.0,False,True,0.0,,True,120.0,0.0
,2626,1367.0,1.048065,,-304.79,921.52,1.0,False,True,0.0,,True,2000.0,666.67
,2641,1897.0,1.052836,,-377.67,848.76,1.0,False,True,0.0,,True,2000.0,666.67
,2648,156.9,1.087006,,-42.12,141.85,1.0,False,True,0.0,,True,300.0,100.0
,2649,116.60000000000001,1.036234,,-22.91,50.85,1.0,False,True,0.0,,True,120.0,0.0
,2652,41.92,1.032593,,-22.8,51.94,1.0,False,True,0.0,,True,120.0,0.0
,2657,308.31,1.020867,,-59.39,124.68,1.0,False,True,0.0,,True,700.0,200.0
,2659,144.9,1.011944,,-30.77,79.69,1.0,False,True,0.0,,True,180.0,0.0
,2661,-27.87,1.014043,,-8.81,27.99,1.0,False,True,0.0,,True,100.0,-37.16
,2663,371.59000000000003,1.049614,,-73.55,171.72,1.0,False,True,0.0,,True,400.0,133.33
,2684,157.20000000000002,1.010899,,-32.38,78.09,1.0,False,True,0.0,,True,180.0,0.0
,2685,-72.9,1.016926,,-69.9,69.01,1.0,False,True,0.0,,True,100.0,-97.2
,2709,768.7,1.035068,,-243.0,665.77,1.0,False,True,0.0,,True,1480.0,133.33
,2718,77.60000000000001,1.041789,,-58.1,70.15,1.0,False,True,0.0,,True,196.72,0.0
,2724,105.45,1.014934,,-30.35,69.22,1.0,False,True,0.0,,True,160.0,0.0
,2728,38.47,1.050822,,-17.32,57.41,1.0,False,True,0.0,,True,120.0,0.0
,2735,204.3,1.032664,,-46.75,137.02,1.0,False,True,0.0,,True,300.0,0.0
,2742,69.2,1.039467,,-14.26,35.58,1.0,False,True,0.0,,True,80.0,0.0
,2757,608.9,1.050098,,-231.56,748.51,1.0,False,True,0.0,,True,1600.0,466.67
,2763,575.4,1.045688,,-134.5,416.7,1.0,False,True,0.0,,True,900.0,300.0
,2774,660.0,1.024728,,-111.37,313.82,1.0,False,True,0.0,,True,744.0,248.0
,2785,1221.2,1.078984,,-291.47,934.8100000000001,1.0,False,True,0.0,,True,2000.0,666.67
,2790,-4.7,1.015494,,-11.47,11.28,1.0,False,True,0.0,,True,100.0,-6.27
,2796,-95.10000000000001,1.041702,,-36.33,88.33,1.0,False,True,0.0,,True,100.0,-126.8
,2798,66.8,1.059752,,-21.66,77.91,1.0,False,True,0.0,,True,160.0,0.0
,2799,1048.2,1.02478,,-209.84,525.34,1.0,False,True,0.0,,True,1200.0,400.0
,2809,283.5,1.036015,,-146.96,90.60000000000001,1.0,False,True,0.0,,True,297.68,0.0
,2815,1250.4,1.049577,,-297.74,926.26,1.0,False,True,0.0,,True,2000.0,666.67
,2816,71.8,0.987457,,-14.94,34.8,1.0,False,True,0.0,,True,80.0,0.0
,2821,86.4,1.020284,,-19.11,54.62,1.0,False,True,0.0,,True,120.0,0.0
,2825,160.0,1.022551,,-94.26,57.74,1.0,False,True,0.0,,True,168.0,0.0
,2834,756.52,1.043216,,-184.74,551.02,1.0,False,True,0.0,,True,1200.0,400.0
,2838,29.2,1.03617,,-8.38,28.38,1.0,False,True,0.0,,True,60.0,0.0
,2840,80.7,1.080183,,-18.76,55.98,1.0,False,True,0.0,,True,120.0,0.0
,2841,31.6,1.037135,,-6.74,18.19,1.0,False,True,0.0,,True,40.0,0.0
,2851,138.4,1.063812,,-31.35,91.2,1.0,False,True,0.0,,True,200.0,0.0
,2852,126.0,0.998154,,-27.47,72.02,1.0,False,True,0.0,,True,160.0,0.0
,2861,-109.60000000000001,1.027949,,-11.89,37.94,1.0,False,True,0.0,,True,100.0,-146.13
,2866,-120.10000000000001,1.047385,,-93.13,110.29,1.0,False,True,0.0,,True,100.0,-160.13
,2871,4.5,1.054344,,-2.54,3.31,1.0,False,True,0.0,,True,9.05,0.0
,2873,-144.07,1.006921,,-19.61,21.01,1.0,False,True,0.0,,True,100.0,-192.1
,2877,8.95,1.047923,,-68.71000000000001,72.95,1.0,False,True,0.0,,True,214.86,0.0
,2880,131.9,1.024879,,-78.85000000000001,134.18,1.0,False,True,0.0,,True,186.98,0.0
,2885,60.9,1.057004,,-17.02,57.69,1.0,False,True,0.0,,True,120.0,0.0
,2895,-223.4,1.009058,,-0.73,1.52,1.0,False,True,0.0,,True,100.0,-297.87
,2896,99.60000000000001,1.079272,,-27.87,94.68,1.0,False,True,0.0,,True,200.0,66.67
,2901,20.9,1.069,,-5.72,19.19,1.0,False,True,0.0,,True,40.0,0.0
,2919,658.5,1.036969,,-170.68,563.9300000000001,1.0,False,True,0.0,,True,1200.0,400.0
,2922,962.1,1.040379,,-198.88,536.84,1.0,False,True,0.0,,True,1200.0,400.0
,2929,53.2,1.054065,,-12.54,37.24,1.0,False,True,0.0,,True,80.0,0.0
,2933,3.4,1.049297,,-1.91,2.51,1.0,False,True,0.0,,True,6.83,0.0
,2941,313.1,1.049098,,-84.45,283.42,1.0,False,True,0.0,,True,600.0,200.0
,2945,-222.1,1.012911,,-0.87,1.83,1.0,False,True,0.0,,True,100.0,-296.13
,2955,362.8,1.032523,,-72.75,172.53,1.0,False,True,0.0,,True,400.0,133.33
,2972,930.1,1.088757,,-180.67000000000002,432.47,1.0,False,True,0.0,,True,1000.0,333.33
,2974,-23.66,1.03823,,-6.58,18.35,1.0,False,True,0.0,,True,100.0,-31.55
,2981,79.4,1.020472,,-15.78,34.04,1.0,False,True,0.0,,True,80.0,0.0
,2984,46.6,1.046452,,-132.67000000000002,184.46,1.0,False,True,0.0,,True,493.35,0.0
,2986,296.8,1.060068,,-59.75,139.64000000000001,1.0,False,True,0.0,,True,320.0,0.0
,2988,-542.0,1.066576,,-19.48,55.22,1.0,False,True,0.0,,True,100.0,-722.67
,2991,200.1,1.104121,,-55.33,189.58,1.0,False,True,0.0,,True,400.0,133.33
,2996,2334.5,1.089588,,-527.42,1434.05,1.0,False,True,0.0,,True,3200.0,1066.67
,3001,-18.0,1.015981,,-26.44,21.56,1.0,False,True,0.0,,True,100.0,-24.0
,3002,176.9,1.048371,,-119.77,370.58,1.0,False,True,0.0,,True,400.0,100.0
,3008,-103.0,1.016186,,-13.5,47.72,1.0,False,True,0.0,,True,100.0,-137.33
,3017,162.5,1.049496,,-34.82,89.61,1.0,False,True,0.0,,True,200.0,0.0
,3027,855.7,1.02789,,-171.27,441.85,1.0,False,True,0.0,,True,1000.0,333.33
,3028,20.87,1.011669,,-12.24,37.49,1.0,False,True,0.0,,True,80.0,0.0
,3034,676.2,1.0405,,-170.92000000000002,564.62,1.0,False,True,0.0,,True,1200.0,400.0
,3037,292.2,1.041581,,-56.34,127.91,1.0,False,True,0.0,,True,300.0,0.0
,3038,-59.31,1.027247,,-7.49,17.43,1.0,False,True,0.0,,True,100.0,-79.08
,3044,-58.4,1.015762,,-26.17,23.05,1.0,False,True,0.0,,True,100.0,-77.87
,3053,210.4,0.995142,,-77.11,167.72,1.0,False,True,0.0,,True,400.0,133.33
,3063,224.0,1.022454,,-138.96,137.76,1.0,False,True,0.0,,True,384.0,128.0
,3077,340.5,1.024108,,-78.06,228.19,1.0,False,True,0.0,,True,500.0,166.67000000000002
,3083,-82.33,1.042602,,-56.32,188.93,1.0,False,True,0.0,,True,100.0,-109.77
,3087,203.4,1.043452,,-42.49,106.96000000000001,1.0,False,True,0.0,,True,240.0,0.0
,3089,47.0,1.003861,,-11.8,38.06,1.0,False,True,0.0,,True,80.0,0.0
,3090,31.4,1.021666,,-26.25,15.99,1.0,False,True,0.0,,True,33.03,0.0
,3095,-59.3,1.008864,,-36.55,21.04,1.0,False,True,0.0,,True,100.0,-79.07000000000001
,3112,-20.3,1.064513,,-20.99,22.39,1.0,False,True,0.0,,True,100.0,-27.07
,3113,38.6,1.063117,,-7.61,17.33,1.0,False,True,0.0,,True,40.0,0.0
,3126,580.7,1.097365,,-116.97,250.27,1.0,False,True,0.0,,True,600.0,200.0
,3129,357.40000000000003,1.038694,,-88.47,278.16,1.0,False,True,0.0,,True,600.0,200.0
,3132,85.54,1.05743,,-35.56,113.97,1.0,False,True,0.0,,True,240.0,0.0
,3133,-136.3,1.034426,,-29.33,70.25,1.0,False,True,0.0,,True,100.0,-181.73
,3134,54.6,1.03216,,-103.11,161.69,1.0,False,True,0.0,,True,198.08,0.0
,3146,84.2,1.063849,,-57.76,187.35,1.0,False,True,0.0,,True,200.0,56.13
,3149,-31.34,1.010317,,-5.1,6.66,1.0,False,True,0.0,,True,100.0,-41.79
,3151,94.5,1.069675,,-20.13,54.68,1.0,False,True,0.0,,True,120.0,0.0
,3155,-63.2,1.024848,,-32.38,21.53,1.0,False,True,0.0,,True,100.0,-84.27
,3156,9.0,1.021742,,-5.13,6.78,1.0,False,True,0.0,,True,18.41,0.0
,3157,-23.7,1.058123,,-44.5,138.81,1.0,False,True,0.0,,True,100.0,-31.6
,3162,33.9,1.002654,,-69.02,67.92,1.0,False,True,0.0,,True,206.86,0.0
,3182,98.7,1.061538,,-20.98,53.7,1.0,False,True,0.0,,True,120.0,0.0
,3188,77.10000000000001,1.027406,,-16.58,44.68,1.0,False,True,0.0,,True,100.0,0.0
,3197,144.0,1.008016,,-35.86,113.55,1.0,False,True,0.0,,True,240.0,0.0
,3204,416.7,1.043987,,-88.46000000000001,243.61,1.0,False,True,0.0,,True,540.0,0.0
,3217,-107.4,1.02981,,-13.0,36.79,1.0,False,True,0.0,,True,100.0,-143.20000000000002
,3218,-36.5,1.06035,,-64.63,180.55,1.0,False,True,0.0,,True,100.0,-48.67
,3226,360.0,1.051132,,-71.56,173.96,1.0,False,True,0.0,,True,400.0,133.33
,3228,323.2,1.034116,,-67.66,177.61,1.0,False,True,0.0,,True,400.0,133.33
,3232,13.0,1.006814,,-79.11,178.47,1.0,False,True,0.0,,True,420.0,0.0
,3233,108.24000000000001,1.034756,,-17.53,56.14,1.0,False,True,0.0,,True,120.0,0.0
,3235,359.3,1.022886,,-71.31,173.85,1.0,False,True,0.0,,True,400.0,133.33
,3239,-42.3,1.048993,,-51.37,62.23,1.0,False,True,0.0,,True,100.0,-56.4
,3250,285.6,1.085025,,-111.91,378.64,1.0,False,True,0.0,,True,800.0,266.67
,3252,123.10000000000001,1.024777,,-72.73,64.47,1.0,False,True,0.0,,True,129.25,0.0
,3262,30.39,1.036588,,-11.2,38.65,1.0,False,True,0.0,,True,80.0,0.0
,3263,37.8,1.039352,,-7.56,17.36,1.0,False,True,0.0,,True,45.0,0.0
,3277,46.73,1.024557,,-22.52,52.31,1.0,False,True,0.0,,True,120.0,0.0
,3283,130.2,1.031123,,-28.66,81.97,1.0,False,True,0.0,,True,180.0,0.0
,3284,654.8000000000001,1.04544,,-134.09,356.44,1.0,False,True,0.0,,True,800.0,266.67
,3289,176.70000000000002,1.076876,,-34.2,76.54,1.0,False,True,0.0,,True,180.0,0.0
,3290,326.40000000000003,1.020441,,-77.02,229.0,1.0,False,True,0.0,,True,500.0,166.67000000000002
,3291,309.0,0.995766,,-182.61,115.17,1.0,False,True,0.0,,True,320.0,106.67
,3297,206.48000000000002,1.06827,,-45.89,103.58,1.0,False,True,0.0,,True,240.0,0.0
,3303,334.5,1.024949,,-174.42000000000002,83.58,1.0,False,True,0.0,,True,414.0,138.0
,3305,861.3000000000001,1.065504,,-173.43,439.2,1.0,False,True,0.0,,True,1000.0,333.33
,3309,29.8,1.032355,,-16.94,22.58,1.0,False,True,0.0,,True,61.06,0.0
,3321,-25.59,1.029763,,-14.26,46.86,1.0,False,True,0.0,,True,100.0,-34.12
,3322,-12.51,1.021399,,-7.55,4.45,1.0,False,True,0.0,,True,100.0,-16.68
,3323,-26.48,1.012342,,-11.64,38.13,1.0,False,True,0.0,,True,100.0,-35.3
,3325,441.18,1.057931,,-170.47,564.44,1.0,False,True,0.0,,True,1200.0,400.0
,3329,44.12,1.049026,,-29.11,93.36,1.0,False,True,0.0,,True,200.0,0.0
,3333,-45.5,1.027102,,-15.34,34.41,1.0,False,True,0.0,,True,100.0,-60.67
,3334,-600.0,1.08064,,-99999.0,99999.0,1.0,False,True,0.0,,True,630.0,-630.0
,3335,-42.3,1.010354,,-4.13,4.85,1.0,False,True,0.0,,True,100.0,-56.4
,3339,-287.7,1.027329,,-19.81,55.0,1.0,False,True,0.0,,True,100.0,-383.6
,3344,-111.9,0.998722,,-47.42,39.1,1.0,False,True,0.0,,True,100.0,-149.20000000000002
,3345,56.8,1.014446,,-12.76,37.1,1.0,False,True,0.0,,True,80.0,0.0
,3348,136.8,1.047992,,-31.11,91.48,1.0,False,True,0.0,,True,200.0,0.0
,3352,19.07,1.045086,,-11.61,38.2,1.0,False,True,0.0,,True,80.0,0.0
,3361,59.2,1.060735,,-13.03,36.83,1.0,False,True,0.0,,True,80.0,0.0
,3363,44.5,1.059596,,-41.44,47.19,1.0,False,True,0.0,,True,135.27,0.0
,3370,61.8,1.029674,,-13.47,36.31,1.0,False,True,0.0,,True,80.0,0.0
,3374,25.6,1.035048,,-69.57000000000001,175.66,1.0,False,True,0.0,,True,100.0,17.07
,3388,78.60000000000001,1.037252,,-18.44,56.35,1.0,False,True,0.0,,True,120.0,0.0
,3389,2.4,1.035344,,-20.19,54.59,1.0,False,True,0.0,,True,120.0,0.0
,3395,249.1,1.095689,,-52.04,131.75,1.0,False,True,0.0,,True,300.0,0.0
,3410,-123.7,1.024699,,-11.26,25.57,1.0,False,True,0.0,,True,100.0,-164.93
,3415,171.3,0.99364,,-34.12,76.43,1.0,False,True,0.0,,True,180.0,0.0
,3421,53.7,1.068276,,-16.5,58.19,1.0,False,True,0.0,,True,120.0,0.0
,3425,70.0,1.01782,,-57.03,44.78,1.0,False,True,0.0,,True,73.42,0.0
,3430,127.60000000000001,1.037857,,-30.26,92.26,1.0,False,True,0.0,,True,200.0,0.0
,3435,521.0,1.052704,,-184.89000000000001,550.97,1.0,False,True,0.0,,True,1200.0,400.0
,3437,-87.5,1.048328,,-12.42,37.4,1.0,False,True,0.0,,True,100.0,-116.67
,3440,159.20000000000002,1.059719,,-33.28,89.45,1.0,False,True,0.0,,True,200.0,66.67
,3479,239.6,1.039565,,-59.55,185.19,1.0,False,True,0.0,,True,400.0,133.33
,3491,-370.8,1.049517,,-21.08,53.75,1.0,False,True,0.0,,True,100.0,-494.40000000000003
,3506,109.8,1.009668,,-22.13,51.58,1.0,False,True,0.0,,True,120.0,0.0
,3507,96.9,1.05417,,-20.64,54.09,1.0,False,True,0.0,,True,120.0,0.0
,3510,522.8,1.086282,,-122.45,366.74,1.0,False,True,0.0,,True,800.0,266.67
,3512,829.8000000000001,1.027289,,-163.4,387.88,1.0,False,True,0.0,,True,900.0,300.0
,3514,-85.4,1.053923,,-11.22,38.54,1.0,False,True,0.0,,True,100.0,-113.87
,3517,808.66,1.006674,,-177.9,433.83,1.0,False,True,0.0,,True,1000.0,333.33
,3546,140.0,1.05946,,-31.5,91.06,1.0,False,True,0.0,,True,200.0,66.67
,3549,341.1,1.042925,,-67.4,157.15,1.0,False,True,0.0,,True,360.0,0.0
,3550,-37.1,1.039557,,-69.76,175.51,1.0,False,True,0.0,,True,100.0,-49.47
,3564,15.88,1.079183,,-10.97,38.83,1.0,False,True,0.0,,True,80.0,0.0
,3569,298.90000000000003,1.062522,,-59.21,124.15,1.0,False,True,0.0,,True,300.0,100.0
,3570,233.6,0.997978,,-46.43,100.91,1.0,False,True,0.0,,True,240.0,0.0
,3579,539.0,1.071709,,-107.36,261.7,1.0,False,True,0.0,,True,600.0,0.0
,3581,-321.8,1.040375,,-52.04,52.83,1.0,False,True,0.0,,True,100.0,-429.07
,3582,36.3,1.041006,,-7.25,17.7,1.0,False,True,0.0,,True,40.0,0.0
,3583,-88.4,1.016191,,-15.12,19.8,1.0,False,True,0.0,,True,100.0,-117.87
,3584,50.8,1.001933,,-12.32,37.43,1.0,False,True,0.0,,True,80.0,0.0
,3589,-31.0,1.014988,,-1.25,2.66,1.0,False,True,0.0,,True,100.0,-41.33
,3598,-85.60000000000001,1.035573,,-11.64,38.12,1.0,False,True,0.0,,True,100.0,-114.13
,3604,158.70000000000002,1.037656,,-32.04,78.60000000000001,1.0,False,True,0.0,,True,180.0,0.0
,3610,-125.4,1.0427,,-20.12,54.59,1.0,False,True,0.0,,True,100.0,-167.20000000000002
,3617,54.49,1.059129,,-13.68,36.22,1.0,False,True,0.0,,True,80.0,0.0
,3620,202.03,1.018584,,-54.04,130.01,1.0,False,True,0.0,,True,300.0,0.0
,3624,150.0,1.035196,,-75.06,58.77,1.0,False,True,0.0,,True,157.5,0.0
,3627,490.0,1.011525,,-125.28,253.06,1.0,False,True,0.0,,True,790.0,263.33
,3628,54.97,1.019084,,-22.64,76.85000000000001,1.0,False,True,0.0,,True,160.0,0.0
