name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,max_loading_percent
,,5439,4788,1.0,14557.99884,21534.9992,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,4788,1.0,13619.00012,23666.99984,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4788,6420,1.0,494.20998000000003,2100.199904,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4788,1580,1.0,9219.101320000002,21521.99896,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4788,1084,1.0,5668.59832,12502.00072,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4788,3912,1.0,6488.6008,13568.00104,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,7591,1.0,12476.00024,21482.001200000002,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,7591,1.0,14170.00024,19196.998480000002,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7591,6420,1.0,437.26012,2057.6998639999997,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7591,1580,1.0,7588.698920000001,22286.99968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7591,1084,1.0,4872.800679999999,12479.99808,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7591,3912,1.0,5708.1024,13318.00052,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4731,5649,1.0,0.53428,4.60636,0.0,0.0,2.64973386701765,1.0,1,ol,True,100.0
,,2931,7442,1.0,0.53428,4.6208,0.0,0.0,2.54945724131629,1.0,1,ol,True,100.0
,,3266,9083,1.0,0.08664,0.82308,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5427,3266,1.0,1.16964,11.45092,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,2604,1.0,0.0,0.0968,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,5439,2604,1.0,0.484,105.79998,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,1970,1.0,2666.299856,8190.097960000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,1580,1.0,201.99014,1498.9000839999999,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,6654,1.0,17213.000200000002,21881.00112,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5439,6306,1.0,12726.9978,22854.99788,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,1970,1.0,2484.900044,8970.90128,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,1580,1.0,180.779808,1711.600176,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,6654,1.0,15484.00216,25053.0016,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2604,6306,1.0,12879.99988,23148.001800000002,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6420,1580,1.0,10659.99836,29978.993879999998,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1084,6420,1.0,98.7118,549.4600320000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3912,6420,1.0,100.339976,648.199904,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1970,1580,1.0,7661.5022,13921.99864,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1970,6654,1.0,13260.99984,19574.0006,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1970,6306,1.0,11421.00124,17278.001399999997,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6654,1580,1.0,585.760032,1630.599872,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6306,1580,1.0,442.579764,1633.899784,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3779,1257,1.0,2.772836,9.83488,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,1622,1257,1.0,2.827044,9.635956,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,4084,1257,1.0,41.034004,238.839964,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5861,4051,1.0,0.0,0.2888,0.0,0.0,2.04959345562317,1.0,1,ol,True,100.0
,,5861,4051,1.0,1.444,279.50064000000003,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5861,8192,1.0,2.77248,19.58064,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4051,8192,1.0,2.48368,22.19428,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1917,4205,1.0,0.5054,4.99624,0.0,0.0,2.90042543127104,1.0,1,ol,True,100.0
,,1084,3912,1.0,0.0,0.0968,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,1084,3912,1.0,0.484,77.303996,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1084,6048,1.0,0.165044,0.96316,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,6048,7523,1.0,1.05996,6.244084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7523,4410,1.0,1.225004,6.552876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4410,7217,1.0,1.104004,6.11292,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7217,111,1.0,1.12288,6.74212,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6368,2037,1.0,0.62092,6.03592,0.0,0.0,2.75001049271901,1.0,1,ol,True,100.0
,,7815,8428,1.0,163.319288,1353.000564,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8428,1164,1.0,0.62092,6.05036,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5427,8428,1.0,180.339716,1453.1000880000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2607,9076,1.0,0.0,0.0968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2607,9076,1.0,1.767084,6.23392,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,9076,7320,1.0,1.946164,9.44284,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7815,1149,1.0,0.82308,5.80488,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4040,5427,1.0,0.92416,6.46912,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7815,5427,1.0,9.32824,683.5997080000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3263,2037,1.0,0.11552,0.88084,0.0,0.0,1.35069576134099,1.0,1,ol,True,100.0
,,778,1164,1.0,0.08664,0.9386,0.0,0.0,1.6500062956314,1.0,1,ol,True,100.0
,,4084,3779,1.0,0.05808,0.223124,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,4084,1622,1.0,0.06292,0.2178,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6654,6306,1.0,0.0,0.0968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6654,6306,1.0,0.484,120.909976,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8592,7649,1.0,0.1444,1.083,0.0,0.0,1.85055954703412,1.0,1,ol,True,100.0
,,8592,7489,1.0,5.4872,167.46068,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8592,7489,1.0,0.1444,1.16964,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,6810,7649,1.0,0.1444,1.35736,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,6810,7649,1.0,0.12996,1.54508,0.0,0.0,1.75028292133276,1.0,1,ol,True,100.0
,,60,6810,1.0,0.10108,1.2274,0.0,0.0,1.70014460848208,1.0,1,ol,True,100.0
,,60,6810,1.0,0.11552,1.16964,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,7649,7489,1.0,0.25992,2.46924,0.0,0.0,1.6500062956314,1.0,1,ol,True,100.0
,,60,2531,1.0,0.24548,2.75804,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,60,2531,1.0,0.23104,2.80136,0.0,0.0,2.04959345562317,1.0,1,ol,True,100.0
,,60,7933,1.0,0.722,4.57748,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,60,7933,1.0,0.69312,4.64968,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,7489,4348,1.0,6.16588,284.93008,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,7489,4348,1.0,0.1444,1.76168,0.0,0.0,1.75028292133276,1.0,1,ol,True,100.0
,,7489,4348,1.0,0.1444,1.71836,0.0,0.0,1.90069785988479,1.0,1,ol,True,100.0
,,4348,4497,1.0,3.4656,29.57312,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,4348,196,1.0,0.60648,6.84456,0.0,0.0,2.85028711842036,1.0,1,ol,True,100.0
,,3605,2093,1.0,0.0,0.0968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3605,2093,1.0,1.649956,62.838204,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3605,7740,1.0,2.9282,11.631004,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2093,7740,1.0,2.864796,11.858,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,2882,6196,1.0,196.680176,715.830192,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2882,396,1.0,62.49408,461.31007999999997,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2882,4970,1.0,111.62008,436.96004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1119,2882,1.0,24.71788,177.580084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2882,396,1.0,1.00188,8.1312,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2882,1626,1.0,0.57596,4.674956,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,3536,2882,1.0,58.153084,338.819844,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2882,5868,1.0,15.769204,158.149904,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3715,5542,1.0,0.02888,0.2888,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3715,958,1.0,0.361,4.96736,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3715,958,1.0,24.12924,416.979548,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3715,2582,1.0,28.21576,406.03980400000006,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,6273,3715,1.0,5.14064,321.580244,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,6273,3715,1.0,3.91324,288.180524,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4636,5542,1.0,0.23104,3.65332,0.0,0.0,1.39931473137801,1.0,1,ol,True,100.0
,,6273,5542,1.0,0.25992,3.09016,0.0,0.0,1.90069785988479,1.0,1,ol,True,100.0
,,6196,396,1.0,1.012044,6.6792,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6196,396,1.0,141.07002799999998,582.020164,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4970,6196,1.0,99.083996,384.430068,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1119,6196,1.0,12.778084,103.969976,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1119,6196,1.0,1.4278,6.07904,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,5324,7814,1.0,174.0101,689.049988,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4166,7814,1.0,159.26988,648.369788,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4166,7814,1.0,2.26996,18.93892,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2662,7814,1.0,0.407044,2.63296,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2662,7814,1.0,7.057204,80.13588,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4803,7814,1.0,502.81985599999996,798.709868,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7601,7814,1.0,418.140184,949.3901999999999,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,55,396,1.0,2.459204,11.74184,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,1623,55,1.0,227.510008,659.999824,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,55,7126,1.0,17.408996,170.45996,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,55,9164,1.0,1.5972,9.02176,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,55,9164,1.0,8.722164,88.33,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5087,6295,1.0,1.283084,13.386956,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5103,5087,1.0,1.09384,19.65524,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,5087,8286,1.0,0.344124,4.7432,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2299,5087,1.0,1.070124,18.197916,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4112,2419,1.0,2.3104,19.58064,0.0,0.0,1.99945514277249,1.0,1,ol,True,100.0
,,4112,2419,1.0,2.3826,19.17632,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,6273,958,1.0,19.29184,373.4906,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,6273,958,1.0,0.2166,3.65332,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8854,1662,1.0,3.249,30.41064,0.0,0.0,2.4506999584286,1.0,1,ol,True,100.0
,,4225,1662,1.0,6.15144,50.62664,0.0,0.0,2.54945724131629,1.0,1,ol,True,100.0
,,6776,1662,1.0,0.62092,8.38964,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4970,3943,1.0,0.557084,4.795956,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,1119,3943,1.0,0.465124,3.63484,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
,,852,3943,1.0,0.15488,1.56816,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,8854,1662,1.0,3.5378,31.63804,0.0,0.0,1.59986798278073,1.0,1,ol,True,100.0
,,1127,1662,1.0,0.53428,8.75064,0.0,0.0,1.39931473137801,1.0,1,ol,True,100.0
,,6976,1662,1.0,4.1876,41.7316,0.0,0.0,2.64973386701765,1.0,1,ol,True,100.0
,,7054,396,1.0,0.073084,0.75504,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,9085,396,1.0,0.06776,0.69696,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4970,396,1.0,12.991044,196.95992800000002,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1119,396,1.0,12.539956,147.450116,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2629,826,1.0,0.0,0.2888,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2629,826,1.0,1.444,269.71032,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8453,2629,1.0,1429.499352,3862.7,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8291,2629,1.0,1436.099876,3904.600548,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,2629,1.0,223.730472,1302.6006320000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3318,2629,1.0,203.96066800000003,1446.899552,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,9115,2629,1.0,24.67796,438.310316,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2629,7423,1.0,1.16964,11.92744,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,2629,4112,1.0,2.51256,17.31356,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,2629,6192,1.0,1.96384,17.328,0.0,0.0,1.54972966993005,1.0,1,ol,True,100.0
,,8453,826,1.0,1639.299556,3330.799712,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8291,826,1.0,1555.400268,3586.500344,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,826,1.0,202.620636,1426.800516,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3318,826,1.0,218.15952,1358.2004080000002,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,9115,826,1.0,0.6498,6.38248,0.0,0.0,2.09973176847385,1.0,1,ol,True,100.0
,,9115,826,1.0,22.78632,480.170432,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4717,826,1.0,0.46208,4.44752,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,326,4636,1.0,0.25992,3.61,0.0,0.0,2.95056374412172,1.0,1,ol,True,100.0
,,2905,4636,1.0,45.51488,528.5805320000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1623,3760,1.0,1.21484,65.18996,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1623,5324,1.0,4.56412,23.16908,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,1623,7126,1.0,1.346004,12.07096,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1623,7126,1.0,110.71983999999999,414.969984,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1623,9164,1.0,54.944164,220.099968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8854,7616,1.0,2.29596,23.14732,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,3760,4166,1.0,4.47216,23.62404,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,3760,9164,1.0,3.11212,13.199164,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,8854,4225,1.0,2.64252,19.75392,0.0,0.0,2.75001049271901,1.0,1,ol,True,100.0
,,8198,5359,1.0,0.0,0.2888,0.0,0.0,1.44945304422869,1.0,1,ol,True,100.0
,,8198,5359,1.0,1.444,276.370048,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3253,8198,1.0,1.16964,14.16564,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,8198,4945,1.0,131.269708,825.120372,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8198,4945,1.0,0.83752,9.34268,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,8198,8967,1.0,637.6299680000001,2303.799476,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8198,4839,1.0,66.8572,712.120152,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8198,5971,1.0,76.532,659.080588,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5971,5359,1.0,0.69312,10.20908,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,5359,4945,1.0,1.0108,9.03944,0.0,0.0,2.69987217986833,1.0,1,ol,True,100.0
,,5359,4945,1.0,143.350212,709.180168,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5359,8967,1.0,594.289752,2117.2000199999998,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5359,4839,1.0,75.46344,618.290476,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5359,5971,1.0,71.89676,683.209828,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,7169,1424,1.0,0.25992,3.14792,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3834,4365,1.0,497.629836,1953.899504,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,2384,1.0,840.1004280000001,2548.599352,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,7919,1.0,109.49996399999999,1206.499544,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,7919,1.0,1.3718,15.162,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,3834,2079,1.0,117.369764,1129.4996879999999,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,7423,1.0,97.02236,800.520388,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,6192,1.0,5.90596,392.24960400000003,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3834,6192,1.0,0.59204,5.06844,0.0,0.0,2.20000839417521,1.0,1,ol,True,100.0
,,7956,651,1.0,0.66792,4.253876,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,7956,3302,1.0,1.128204,8.86688,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4365,2384,1.0,0.0,0.2888,0.0,0.0,2.85028711842036,1.0,1,ol,True,100.0
,,4365,2384,1.0,1.444,450.11934800000006,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1587,4365,1.0,0.62092,5.89152,0.0,0.0,2.80014880556968,1.0,1,ol,True,100.0
,,4365,7919,1.0,121.150156,758.790232,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4365,2079,1.0,102.87056,874.949924,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4365,1424,1.0,0.18772,2.12268,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4365,7423,1.0,2967.7001360000004,6929.399331999999,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8967,4365,1.0,0.69312,8.47628,0.0,0.0,2.64973386701765,1.0,1,ol,True,100.0
,,6192,4365,1.0,1171.3006,3697.399544,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1008,7956,1.0,0.4598,2.017796,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8112,7956,1.0,4.89808,22.41404,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,3004,2384,1.0,0.18772,2.0216,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1183,2384,1.0,0.18772,2.06492,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,2384,7919,1.0,132.049468,1048.89994,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2384,7919,1.0,1.34292,12.54836,0.0,0.0,1.49959135707937,1.0,1,ol,True,100.0
,,2384,2079,1.0,128.959308,1049.900632,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2384,7423,1.0,5184.900044,7948.899432,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2905,2384,1.0,0.67868,7.85536,0.0,0.0,2.40056164557792,1.0,1,ol,True,100.0
,,6192,2384,1.0,1839.8004,5411.59938,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,7965,4205,1.0,2.05048,22.61304,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,2079,6666,1.0,1.18408,11.46536,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8453,8291,1.0,0.0,0.2888,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,8453,8291,1.0,1.444,216.42960799999997,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,8453,1.0,127.119652,904.780076,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,8453,1.0,1.444,12.50504,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,3318,8453,1.0,131.190288,894.4395920000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,9115,8453,1.0,1258.20052,3451.200432,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,8291,1.0,126.540608,914.069328,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3318,8291,1.0,141.269408,832.74036,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,9115,8291,1.0,1237.600416,3556.7005160000003,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8291,4112,1.0,0.5776,5.6316,0.0,0.0,1.6500062956314,1.0,1,ol,True,100.0
,,5324,4166,1.0,0.484,235.469872,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2662,5324,1.0,1.891956,16.800124,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,2662,5324,1.0,240.92987599999998,995.089964,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5324,4803,1.0,172.830108,811.849984,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5324,7601,1.0,169.009896,820.319984,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2662,4166,1.0,212.189956,974.6801680000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4166,4803,1.0,148.639788,734.6302039999999,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4166,7601,1.0,171.42021599999998,698.8901920000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8619,2492,1.0,1.32616,69.77295600000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8619,6585,1.0,0.18876,0.847,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2492,8915,1.0,0.194084,0.828124,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,7965,5099,1.0,94.39428,792.9292800000001,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,7965,1587,1.0,1.41512,12.30288,0.0,0.0,1.6500062956314,1.0,1,ol,True,100.0
,,7965,1587,1.0,109.800316,841.460676,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,7965,1993,1.0,2.6714,20.47592,0.0,0.0,1.59986798278073,1.0,1,ol,True,100.0
,,2889,7965,1.0,1141.300056,3133.5002160000004,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1674,651,1.0,0.90992,4.2108,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,1674,3538,1.0,20.551124,211.539944,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,416,3538,1.0,0.32912,4.129004,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,3834,7919,1.0,1.54508,15.99952,0.0,0.0,2.95056374412172,1.0,1,ol,True,100.0
,,3834,7423,1.0,1.32848,13.67468,0.0,0.0,2.59959555416697,1.0,1,ol,True,100.0
,,4157,3318,1.0,0.0,0.2888,0.0,0.0,2.54945724131629,1.0,1,ol,True,100.0
,,4157,3318,1.0,1.444,283.569832,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,4157,9115,1.0,148.229488,1321.9993279999999,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,3318,9115,1.0,159.70928800000002,1258.499428,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,6065,3318,1.0,2.20932,19.79724,0.0,0.0,1.99945514277249,1.0,1,ol,True,100.0
,,8898,3318,1.0,4.27424,32.79324,0.0,0.0,1.59986798278073,1.0,1,ol,True,100.0
,,5099,1587,1.0,0.0,0.2888,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5099,1587,1.0,1.444,331.630484,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,5099,1993,1.0,1.09744,9.5304,0.0,0.0,1.6500062956314,1.0,1,ol,True,100.0
,,2889,5099,1.0,193.569644,1158.6006200000002,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2889,1587,1.0,196.98037200000002,1387.600248,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,8519,8915,1.0,1.3068,10.6238,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,8519,3302,1.0,0.586124,2.401124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2144,7054,1.0,4.884044,102.420208,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2144,9085,1.0,4.040916,104.390088,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1119,2144,1.0,0.194084,0.862004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7054,9085,1.0,0.36784,99.443124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8967,6776,1.0,1.24184,19.9272,0.0,0.0,2.59959555416697,1.0,1,ol,True,100.0
,,2905,1127,1.0,1.45844,16.95256,0.0,0.0,2.4506999584286,1.0,1,ol,True,100.0
,,7919,2079,1.0,0.0,0.2888,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
