name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type,controllable
,2198,297.2,93.2,0.0,0.0,,1.0,True,,False
,2199,137.3,-2.8,0.0,0.0,,1.0,True,,False
,2200,29.03,9.6,0.0,0.0,,1.0,True,,False
,2201,213.0,39.6,0.0,0.0,,1.0,True,,False
,2204,11.01,3.6,0.0,0.0,,1.0,True,,False
,2207,74.98,26.9,0.0,0.0,,1.0,True,,False
,2208,6.01,4.1,0.0,0.0,,1.0,True,,False
,2209,0.0,-7.5,0.0,0.0,,1.0,True,,False
,2210,44.55,16.1,0.0,0.0,,1.0,True,,False
,2211,60.07,45.0,0.0,0.0,,1.0,True,,False
,2213,54.32,7.98,0.0,0.0,,1.0,True,,False
,2214,23.7,3.4,0.0,0.0,,1.0,True,,False
,2218,20.32,6.7,0.0,0.0,,1.0,True,,False
,2220,14.26,-1.13,0.0,0.0,,1.0,True,,False
,2222,142.8,19.5,0.0,0.0,,1.0,True,,False
,2223,78.79,27.4,0.0,0.0,,1.0,True,,False
,2225,145.70000000000002,83.60000000000001,0.0,0.0,,1.0,True,,False
,2227,143.1,18.9,0.0,0.0,,1.0,True,,False
,2231,19.52,11.0,0.0,0.0,,1.0,True,,False
,2232,269.9,12.4,0.0,0.0,,1.0,True,,False
,2233,63.67,39.5,0.0,0.0,,1.0,True,,False
,2234,193.1,69.9,0.0,0.0,,1.0,True,,False
,2239,66.87,21.8,0.0,0.0,,1.0,True,,False
,2245,7.61,2.5,0.0,0.0,,1.0,True,,False
,2246,47.46,11.54,0.0,0.0,,1.0,True,,False
,2247,110.3,28.7,0.0,0.0,,1.0,True,,False
,2248,1.8,0.7,0.0,0.0,,1.0,True,,False
,2250,25.33,12.7,0.0,0.0,,1.0,True,,False
,2251,100.7,-4.2,0.0,0.0,,1.0,True,,False
,2253,0.0,-8.0,0.0,0.0,,1.0,True,,False
,2254,76.60000000000001,10.9,0.0,0.0,,1.0,True,,False
,2255,23.03,8.3,0.0,0.0,,1.0,True,,False
,2256,97.0,18.7,0.0,0.0,,1.0,True,,False
,2258,5.71,1.6,0.0,0.0,,1.0,True,,False
,2259,305.6,207.3,0.0,0.0,,1.0,True,,False
,2262,1.9,0.7,0.0,0.0,,1.0,True,,False
,2263,117.60000000000001,16.7,0.0,0.0,,1.0,True,,False
,2264,27.9,4.0,0.0,0.0,,1.0,True,,False
,2270,0.0,-0.01,0.0,0.0,,1.0,True,,False
,2272,141.3,32.4,0.0,0.0,,1.0,True,,False
,2273,268.56,29.72,0.0,0.0,,1.0,True,,False
,2274,91.9,5.5,0.0,0.0,,1.0,True,,False
,2278,73.18,22.2,0.0,0.0,,1.0,True,,False
,2279,11.61,5.8,0.0,0.0,,1.0,True,,False
,2280,30.6,4.3,0.0,0.0,,1.0,True,,False
,2282,1.4,0.5,0.0,0.0,,1.0,True,,False
,2285,208.88,60.8,0.0,0.0,,1.0,True,,False
,2287,170.9,39.0,0.0,0.0,,1.0,True,,False
,2291,13.04,7.4,0.0,0.0,,1.0,True,,False
,2293,71.88,51.3,0.0,0.0,,1.0,True,,False
,2294,15.02,5.0,0.0,0.0,,1.0,True,,False
,2295,30.83,4.4,0.0,0.0,,1.0,True,,False
,2296,93.2,13.6,0.0,0.0,,1.0,True,,False
,2297,162.70000000000002,23.2,0.0,0.0,,1.0,True,,False
,2298,402.1,110.2,0.0,0.0,,1.0,True,,False
,2300,82.39,12.3,0.0,0.0,,1.0,True,,False
,2301,628.5,91.8,0.0,0.0,,1.0,True,,False
,2303,88.7,-0.1,0.0,0.0,,1.0,True,,False
,2304,21.22,8.3,0.0,0.0,,1.0,True,,False
,2306,45.75,3.3,0.0,0.0,,1.0,True,,False
,2307,32.04,6.6,0.0,0.0,,1.0,True,,False
,2310,8.41,3.0,0.0,0.0,,1.0,True,,False
,2313,110.60000000000001,20.4,0.0,0.0,,1.0,True,,False
,2314,13.9,1.9,0.0,0.0,,1.0,True,,False
,2315,264.0,40.1,0.0,0.0,,1.0,True,,False
,2317,12.51,3.3,0.0,0.0,,1.0,True,,False
,2318,39.64,20.9,0.0,0.0,,1.0,True,,False
,2320,8.41,2.8,0.0,0.0,,1.0,True,,False
,2325,24.23,6.6,0.0,0.0,,1.0,True,,False
,2326,114.5,25.2,0.0,0.0,,1.0,True,,False
,2332,27.93,6.4,0.0,0.0,,1.0,True,,False
,2335,90.5,12.8,0.0,0.0,,1.0,True,,False
,2336,103.4,27.0,0.0,0.0,,1.0,True,,False
,2337,12.71,4.9,0.0,0.0,,1.0,True,,False
,2338,24.33,15.0,0.0,0.0,,1.0,True,,False
,2339,96.91,13.9,0.0,0.0,,1.0,True,,False
,2342,33.04,5.6,0.0,0.0,,1.0,True,,False
,2345,53.3,7.6,0.0,0.0,,1.0,True,,False
,2347,33.24,11.1,0.0,0.0,,1.0,True,,False
,2351,4.91,1.4,0.0,0.0,,1.0,True,,False
,2353,75.78,46.9,0.0,0.0,,1.0,True,,False
,2354,54.46,11.9,0.0,0.0,,1.0,True,,False
,2357,52.96,8.2,0.0,0.0,,1.0,True,,False
,2359,215.5,31.3,0.0,0.0,,1.0,True,,False
,2360,16.9,3.85,0.0,0.0,,1.0,True,,False
,2364,37.94,15.4,0.0,0.0,,1.0,True,,False
,2367,178.5,65.8,0.0,0.0,,1.0,True,,False
,2372,153.3,21.8,0.0,0.0,,1.0,True,,False
,2374,131.1,18.7,0.0,0.0,,1.0,True,,False
,2375,17.12,3.8,0.0,0.0,,1.0,True,,False
,2376,101.7,17.6,0.0,0.0,,1.0,True,,False
,2380,32.94,13.0,0.0,0.0,,1.0,True,,False
,2382,52.26,44.2,0.0,0.0,,1.0,True,,False
,2384,122.10000000000001,16.7,0.0,0.0,,1.0,True,,False
,2385,24.13,8.7,0.0,0.0,,1.0,True,,False
,2386,0.1,1.0,0.0,0.0,,1.0,True,,False
,2387,57.56,24.0,0.0,0.0,,1.0,True,,False
,2390,20.12,12.5,0.0,0.0,,1.0,True,,False
,2391,173.70000000000002,23.0,0.0,0.0,,1.0,True,,False
,2392,20.82,0.0,0.0,0.0,,1.0,True,,False
,2394,80.29,28.4,0.0,0.0,,1.0,True,,False
,2395,72.4,10.3,0.0,0.0,,1.0,True,,False
,2398,69.38,43.0,0.0,0.0,,1.0,True,,False
,2402,37.24,5.3,0.0,0.0,,1.0,True,,False
,2404,9.7,1.4,0.0,0.0,,1.0,True,,False
,2406,117.13,52.4,0.0,0.0,,1.0,True,,False
,2407,30.6,4.3,0.0,0.0,,1.0,True,,False
,2408,64.8,99.10000000000001,0.0,0.0,,1.0,True,,False
,2409,3.9,-35.8,0.0,0.0,,1.0,True,,False
,2413,30.6,4.3,0.0,0.0,,1.0,True,,False
,2414,5.51,2.0,0.0,0.0,,1.0,True,,False
,2415,14.32,5.6,0.0,0.0,,1.0,True,,False
,2417,15.9,116.3,0.0,0.0,,1.0,True,,False
,2419,3.4,123.8,0.0,0.0,,1.0,True,,False
,2421,39.34,24.3,0.0,0.0,,1.0,True,,False
,2422,523.3,137.20000000000002,0.0,0.0,,1.0,True,,False
,2423,44.55,16.8,0.0,0.0,,1.0,True,,False
,2430,9.61,1.8,0.0,0.0,,1.0,True,,False
,2431,291.2,35.4,0.0,0.0,,1.0,True,,False
,2436,0.0,-8.6,0.0,0.0,,1.0,True,,False
,2441,2.43,0.49,0.0,0.0,,1.0,True,,False
,2442,45.6,142.0,0.0,0.0,,1.0,True,,False
,2447,34.24,16.5,0.0,0.0,,1.0,True,,False
,2448,301.90000000000003,-103.2,0.0,0.0,,1.0,True,,False
,2449,20.3,3.7,0.0,0.0,,1.0,True,,False
,2452,98.36,-0.47,0.0,0.0,,1.0,True,,False
,2455,262.5,18.9,0.0,0.0,,1.0,True,,False
,2456,30.73,9.6,0.0,0.0,,1.0,True,,False
,2457,132.0,26.0,0.0,0.0,,1.0,True,,False
,2460,3.3,1.9,0.0,0.0,,1.0,True,,False
,2463,1.5,0.4,0.0,0.0,,1.0,True,,False
,2464,314.65000000000003,87.51,0.0,0.0,,1.0,True,,False
,2465,0.0,0.5,0.0,0.0,,1.0,True,,False
,2470,103.5,21.7,0.0,0.0,,1.0,True,,False
,2471,76.58,14.0,0.0,0.0,,1.0,True,,False
,2472,40.44,12.8,0.0,0.0,,1.0,True,,False
,2473,35.04,16.0,0.0,0.0,,1.0,True,,False
,2476,4.2,0.6,0.0,0.0,,1.0,True,,False
,2477,50.96,6.8,0.0,0.0,,1.0,True,,False
,2482,26.6,3.8,0.0,0.0,,1.0,True,,False
,2484,33.5,4.8,0.0,0.0,,1.0,True,,False
,2485,79.09,-36.9,0.0,0.0,,1.0,True,,False
,2489,42.2,6.0,0.0,0.0,,1.0,True,,False
,2490,48.8,6.9,0.0,0.0,,1.0,True,,False
,2492,74.18,22.6,0.0,0.0,,1.0,True,,False
,2495,50.56,4.6,0.0,0.0,,1.0,True,,False
,2497,87.7,22.2,0.0,0.0,,1.0,True,,False
,2503,119.2,32.1,0.0,0.0,,1.0,True,,False
,2504,48.75,16.2,0.0,0.0,,1.0,True,,False
,2507,41.8,5.9,0.0,0.0,,1.0,True,,False
,2509,115.87,29.41,0.0,0.0,,1.0,True,,False
,2510,174.1,-519.7,0.0,0.0,,1.0,True,,False
,2513,18.2,2.6,0.0,0.0,,1.0,True,,False
,2520,90.5,12.9,0.0,0.0,,1.0,True,,False
,2521,59.7,26.3,0.0,0.0,,1.0,True,,False
,2523,11.2,1.6,0.0,0.0,,1.0,True,,False
,2524,18.32,14.1,0.0,0.0,,1.0,True,,False
,2525,238.45000000000002,46.86,0.0,0.0,,1.0,True,,False
,2526,59.77,16.7,0.0,0.0,,1.0,True,,False
,2529,77.39,20.7,0.0,0.0,,1.0,True,,False
,2530,1.3,0.0,0.0,0.0,,1.0,True,,False
,2532,56.7,8.0,0.0,0.0,,1.0,True,,False
,2534,51.56,2.1,0.0,0.0,,1.0,True,,False
,2535,15.12,9.4,0.0,0.0,,1.0,True,,False
,2536,70.28,16.2,0.0,0.0,,1.0,True,,False
,2537,118.8,39.5,0.0,0.0,,1.0,True,,False
,2539,278.35,90.4,0.0,0.0,,1.0,True,,False
,2541,72.68,45.0,0.0,0.0,,1.0,True,,False
,2542,38.44,13.2,0.0,0.0,,1.0,True,,False
,2543,27.33,5.0,0.0,0.0,,1.0,True,,False
,2550,205.3,27.8,0.0,0.0,,1.0,True,,False
,2551,28.53,11.3,0.0,0.0,,1.0,True,,False
,2552,25.77,-36.0,0.0,0.0,,1.0,True,,False
,2553,32.54,10.6,0.0,0.0,,1.0,True,,False
,2556,0.0,-0.2,0.0,0.0,,1.0,True,,False
,2557,159.27,38.31,0.0,0.0,,1.0,True,,False
,2558,17.02,5.9,0.0,0.0,,1.0,True,,False
,2559,6.51,1.4,0.0,0.0,,1.0,True,,False
,2560,1.8,0.7,0.0,0.0,,1.0,True,,False
,2562,52.86,13.0,0.0,0.0,,1.0,True,,False
,2566,25.43,7.1,0.0,0.0,,1.0,True,,False
,2572,152.18,23.99,0.0,0.0,,1.0,True,,False
,2573,100.10000000000001,44.5,0.0,0.0,,1.0,True,,False
,2574,62.97,17.4,0.0,0.0,,1.0,True,,False
,2575,27.05,22.7,0.0,0.0,,1.0,True,,False
,2581,2.3,0.8,0.0,0.0,,1.0,True,,False
,2582,174.6,48.9,0.0,0.0,,1.0,True,,False
,2583,13.9,1.9,0.0,0.0,,1.0,True,,False
,2586,39.04,24.2,0.0,0.0,,1.0,True,,False
,2590,253.77,84.60000000000001,0.0,0.0,,1.0,True,,False
,2591,28.13,14.2,0.0,0.0,,1.0,True,,False
,2596,14.72,5.4,0.0,0.0,,1.0,True,,False
,2597,25.63,12.7,0.0,0.0,,1.0,True,,False
,2598,48.8,6.9,0.0,0.0,,1.0,True,,False
,2604,115.3,-8.8,0.0,0.0,,1.0,True,,False
,2607,226.8,53.2,0.0,0.0,,1.0,True,,False
,2608,14.92,4.4,0.0,0.0,,1.0,True,,False
,2609,499.8,110.3,0.0,0.0,,1.0,True,,False
,2616,14.74,14.7,0.0,0.0,,1.0,True,,False
,2617,69.7,9.9,0.0,0.0,,1.0,True,,False
,2620,112.10000000000001,16.0,0.0,0.0,,1.0,True,,False
,2622,64.4,9.1,0.0,0.0,,1.0,True,,False
,2624,10.61,3.5,0.0,0.0,,1.0,True,,False
,2625,5.51,2.0,0.0,0.0,,1.0,True,,False
,2628,203.1,65.2,0.0,0.0,,1.0,True,,False
,2629,166.70000000000002,87.60000000000001,0.0,0.0,,1.0,True,,False
,2630,29.93,-4.2,0.0,0.0,,1.0,True,,False
,2631,655.8000000000001,72.8,0.0,0.0,,1.0,True,,False
,2632,3.7,1.3,0.0,0.0,,1.0,True,,False
,2634,42.95,26.6,0.0,0.0,,1.0,True,,False
,2635,98.3,25.9,0.0,0.0,,1.0,True,,False
,2636,33.04,12.1,0.0,0.0,,1.0,True,,False
,2637,21.72,7.2,0.0,0.0,,1.0,True,,False
,2638,45.05,-4.5,0.0,0.0,,1.0,True,,False
,2639,37.6,5.4,0.0,0.0,,1.0,True,,False
,2642,2.0,0.5,0.0,0.0,,1.0,True,,False
,2645,123.10000000000001,3.9,0.0,0.0,,1.0,True,,False
,2646,70.18,30.5,0.0,0.0,,1.0,True,,False
,2647,46.65,15.1,0.0,0.0,,1.0,True,,False
,2651,93.10000000000001,43.7,0.0,0.0,,1.0,True,,False
,2653,207.1,50.4,0.0,0.0,,1.0,True,,False
,2660,45.45,28.1,0.0,0.0,,1.0,True,,False
,2662,150.0,104.3,0.0,0.0,,1.0,True,,False
,2665,30.6,4.3,0.0,0.0,,1.0,True,,False
,2666,70.68,10.7,0.0,0.0,,1.0,True,,False
,2667,252.9,95.60000000000001,0.0,0.0,,1.0,True,,False
,2668,223.5,48.0,0.0,0.0,,1.0,True,,False
,2669,20.92,1.1,0.0,0.0,,1.0,True,,False
,2670,16.82,5.5,0.0,0.0,,1.0,True,,False
,2671,7.41,1.8,0.0,0.0,,1.0,True,,False
,2672,13.21,4.4,0.0,0.0,,1.0,True,,False
,2675,123.24000000000001,23.65,0.0,0.0,,1.0,True,,False
,2677,10.61,3.8,0.0,0.0,,1.0,True,,False
,2678,27.93,10.1,0.0,0.0,,1.0,True,,False
,2683,394.90000000000003,45.9,0.0,0.0,,1.0,True,,False
,2686,2.0,1.0,0.0,0.0,,1.0,True,,False
,2691,285.2,65.3,0.0,0.0,,1.0,True,,False
,2692,149.6,21.3,0.0,0.0,,1.0,True,,False
,2693,681.5,57.7,0.0,0.0,,1.0,True,,False
,2694,16.22,8.9,0.0,0.0,,1.0,True,,False
,2697,0.0,-1.2,0.0,0.0,,1.0,True,,False
,2698,23.13,8.8,0.0,0.0,,1.0,True,,False
,2701,151.70000000000002,27.6,0.0,0.0,,1.0,True,,False
,2703,56.26,18.5,0.0,0.0,,1.0,True,,False
,2704,117.4,12.1,0.0,0.0,,1.0,True,,False
,2705,118.0,37.8,0.0,0.0,,1.0,True,,False
,2707,47.75,18.8,0.0,0.0,,1.0,True,,False
,2708,189.70000000000002,52.0,0.0,0.0,,1.0,True,,False
,2710,106.60000000000001,15.2,0.0,0.0,,1.0,True,,False
,2711,104.8,22.0,0.0,0.0,,1.0,True,,False
,2712,11.01,4.0,0.0,0.0,,1.0,True,,False
,2713,0.0,8.4,0.0,0.0,,1.0,True,,False
,2714,90.5,27.8,0.0,0.0,,1.0,True,,False
,2716,32.04,11.0,0.0,0.0,,1.0,True,,False
,2717,48.8,6.9,0.0,0.0,,1.0,True,,False
,2719,13.01,14.2,0.0,0.0,,1.0,True,,False
,2722,3.8,0.6,0.0,0.0,,1.0,True,,False
,2723,151.20000000000002,81.3,0.0,0.0,,1.0,True,,False
,2726,32.54,11.7,0.0,0.0,,1.0,True,,False
,2729,0.1,152.70000000000002,0.0,0.0,,1.0,True,,False
,2730,44.05,14.6,0.0,0.0,,1.0,True,,False
,2731,85.59,20.72,0.0,0.0,,1.0,True,,False
,2732,36.19,10.75,0.0,0.0,,1.0,True,,False
,2734,29.5,4.3,0.0,0.0,,1.0,True,,False
,2739,36.24,5.7,0.0,0.0,,1.0,True,,False
,2740,148.5,21.2,0.0,0.0,,1.0,True,,False
,2745,27.9,4.0,0.0,0.0,,1.0,True,,False
,2747,65.47,26.7,0.0,0.0,,1.0,True,,False
,2748,55.56,26.5,0.0,0.0,,1.0,True,,False
,2749,118.4,16.9,0.0,0.0,,1.0,True,,False
,2750,34.54,8.6,0.0,0.0,,1.0,True,,False
,2751,12.21,1.0,0.0,0.0,,1.0,True,,False
,2755,159.3,13.5,0.0,0.0,,1.0,True,,False
,2758,90.4,13.8,0.0,0.0,,1.0,True,,False
,2759,64.87,25.6,0.0,0.0,,1.0,True,,False
,2760,8.51,2.8,0.0,0.0,,1.0,True,,False
,2761,59.9,8.5,0.0,0.0,,1.0,True,,False
,2762,16.52,6.0,0.0,0.0,,1.0,True,,False
,2764,40.5,5.7,0.0,0.0,,1.0,True,,False
,2767,34.9,5.0,0.0,0.0,,1.0,True,,False
,2768,98.60000000000001,28.3,0.0,0.0,,1.0,True,,False
,2769,85.39,14.3,0.0,0.0,,1.0,True,,False
,2770,57.21,-7.12,0.0,0.0,,1.0,True,,False
,2771,103.10000000000001,3.1,0.0,0.0,,1.0,True,,False
,2772,4.7,1.8,0.0,0.0,,1.0,True,,False
,2773,1.5,0.3,0.0,0.0,,1.0,True,,False
,2775,16.76,-0.51,0.0,0.0,,1.0,True,,False
,2776,26.63,7.6,0.0,0.0,,1.0,True,,False
,2778,35.34,21.9,0.0,0.0,,1.0,True,,False
,2779,2.9,0.8,0.0,0.0,,1.0,True,,False
,2783,0.3,1.3,0.0,0.0,,1.0,True,,False
,2784,189.4,25.8,0.0,0.0,,1.0,True,,False
,2787,129.5,26.0,0.0,0.0,,1.0,True,,False
,2791,3.0,0.1,0.0,0.0,,1.0,True,,False
,2792,16.7,2.4,0.0,0.0,,1.0,True,,False
,2795,100.7,17.5,0.0,0.0,,1.0,True,,False
,2797,8.91,2.7,0.0,0.0,,1.0,True,,False
,2801,24.63,8.1,0.0,0.0,,1.0,True,,False
,2802,69.08,68.0,0.0,0.0,,1.0,True,,False
,2803,31.33,9.6,0.0,0.0,,1.0,True,,False
,2804,390.8,79.5,0.0,0.0,,1.0,True,,False
,2806,327.40000000000003,125.3,0.0,0.0,,1.0,True,,False
,2807,72.0,10.3,0.0,0.0,,1.0,True,,False
,2808,27.53,11.0,0.0,0.0,,1.0,True,,False
,2810,6.91,2.3,0.0,0.0,,1.0,True,,False
,2811,97.0,18.6,0.0,0.0,,1.0,True,,False
,2812,32.94,11.8,0.0,0.0,,1.0,True,,False
,2814,25.33,14.2,0.0,0.0,,1.0,True,,False
,2817,76.60000000000001,10.9,0.0,0.0,,1.0,True,,False
,2818,22.02,2.2,0.0,0.0,,1.0,True,,False
,2820,81.19,31.4,0.0,0.0,,1.0,True,,False
,2822,19.32,6.4,0.0,0.0,,1.0,True,,False
,2826,8.91,4.9,0.0,0.0,,1.0,True,,False
,2827,166.70000000000002,87.60000000000001,0.0,0.0,,1.0,True,,False
,2828,69.28,23.8,0.0,0.0,,1.0,True,,False
,2829,46.55,9.1,0.0,0.0,,1.0,True,,False
,2830,7.41,2.7,0.0,0.0,,1.0,True,,False
,2831,48.15,14.8,0.0,0.0,,1.0,True,,False
,2832,62.7,9.0,0.0,0.0,,1.0,True,,False
,2833,3.8,1.3,0.0,0.0,,1.0,True,,False
,2835,31.28,5.34,0.0,0.0,,1.0,True,,False
,2839,330.90000000000003,51.9,0.0,0.0,,1.0,True,,False
,2842,25.13,15.6,0.0,0.0,,1.0,True,,False
,2843,179.0,50.5,0.0,0.0,,1.0,True,,False
,2844,21.22,5.3,0.0,0.0,,1.0,True,,False
,2845,42.25,4.4,0.0,0.0,,1.0,True,,False
,2846,40.14,8.8,0.0,0.0,,1.0,True,,False
,2847,453.23,139.16,0.0,0.0,,1.0,True,,False
,2855,7.11,4.4,0.0,0.0,,1.0,True,,False
,2856,4.2,1.1,0.0,0.0,,1.0,True,,False
,2857,192.3,84.60000000000001,0.0,0.0,,1.0,True,,False
,2860,17.72,5.9,0.0,0.0,,1.0,True,,False
,2862,37.73,13.84,0.0,0.0,,1.0,True,,False
,2863,30.03,10.0,0.0,0.0,,1.0,True,,False
,2864,46.35,16.8,0.0,0.0,,1.0,True,,False
,2868,18.8,8.5,0.0,0.0,,1.0,True,,False
,2870,59.32,-20.32,0.0,0.0,,1.0,True,,False
,2872,33.36,20.0,0.0,0.0,,1.0,True,,False
,2874,69.28,23.1,0.0,0.0,,1.0,True,,False
,2875,24.13,15.0,0.0,0.0,,1.0,True,,False
,2876,29.93,0.0,0.0,0.0,,1.0,True,,False
,2878,13.82,5.0,0.0,0.0,,1.0,True,,False
,2882,205.9,38.3,0.0,0.0,,1.0,True,,False
,2883,282.5,17.4,0.0,0.0,,1.0,True,,False
,2886,57.66,61.0,0.0,0.0,,1.0,True,,False
,2889,102.8,30.8,0.0,0.0,,1.0,True,,False
,2890,254.9,71.4,0.0,0.0,,1.0,True,,False
,2891,10.11,3.7,0.0,0.0,,1.0,True,,False
,2894,151.0,45.7,0.0,0.0,,1.0,True,,False
,2897,56.76,13.4,0.0,0.0,,1.0,True,,False
,2902,133.7,59.0,0.0,0.0,,1.0,True,,False
,2905,255.8,144.8,0.0,0.0,,1.0,True,,False
,2906,241.0,32.3,0.0,0.0,,1.0,True,,False
,2907,203.8,61.0,0.0,0.0,,1.0,True,,False
,2910,10.91,3.6,0.0,0.0,,1.0,True,,False
,2911,46.25,32.2,0.0,0.0,,1.0,True,,False
,2912,51.96,9.4,0.0,0.0,,1.0,True,,False
,2915,63.47,30.2,0.0,0.0,,1.0,True,,False
,2916,31.64,7.5,0.0,0.0,,1.0,True,,False
,2920,37.24,7.1,0.0,0.0,,1.0,True,,False
,2921,34.04,12.3,0.0,0.0,,1.0,True,,False
,2923,19.92,7.4,0.0,0.0,,1.0,True,,False
,2924,19.04,7.9,0.0,0.0,,1.0,True,,False
,2925,61.97,14.3,0.0,0.0,,1.0,True,,False
,2930,230.70000000000002,19.3,0.0,0.0,,1.0,True,,False
,2931,17.7,-333.3,0.0,0.0,,1.0,True,,False
,2932,70.08,10.0,0.0,0.0,,1.0,True,,False
,2936,16.72,6.1,0.0,0.0,,1.0,True,,False
,2939,103.0,28.7,0.0,0.0,,1.0,True,,False
,2944,41.95,26.0,0.0,0.0,,1.0,True,,False
,2947,215.70000000000002,60.28,0.0,0.0,,1.0,True,,False
,2949,16.22,5.7,0.0,0.0,,1.0,True,,False
,2950,104.60000000000001,40.7,0.0,0.0,,1.0,True,,False
,2951,94.3,13.4,0.0,0.0,,1.0,True,,False
,2953,4.81,1.2,0.0,0.0,,1.0,True,,False
,2954,188.20000000000002,23.4,0.0,0.0,,1.0,True,,False
,2956,81.19,24.4,0.0,0.0,,1.0,True,,False
,2957,16.72,5.5,0.0,0.0,,1.0,True,,False
,2960,159.9,53.2,0.0,0.0,,1.0,True,,False
,2961,93.5,42.5,0.0,0.0,,1.0,True,,False
,2965,4.4,1.5,0.0,0.0,,1.0,True,,False
,2967,112.51,16.51,0.0,0.0,,1.0,True,,False
,2968,9.31,3.0,0.0,0.0,,1.0,True,,False
,2971,97.82000000000001,20.59,0.0,0.0,,1.0,True,,False
,2973,65.47,26.7,0.0,0.0,,1.0,True,,False
,2976,5.81,1.3,0.0,0.0,,1.0,True,,False
,2978,13.9,1.9,0.0,0.0,,1.0,True,,False
,2982,26.83,13.0,0.0,0.0,,1.0,True,,False
,2983,17.35,-0.8,0.0,0.0,,1.0,True,,False
,2987,27.03,9.0,0.0,0.0,,1.0,True,,False
,2992,17.72,7.3,0.0,0.0,,1.0,True,,False
,2993,5.81,1.9,0.0,0.0,,1.0,True,,False
,2995,31.84,5.5,0.0,0.0,,1.0,True,,False
,2997,17.02,6.2,0.0,0.0,,1.0,True,,False
,2998,48.8,6.9,0.0,0.0,,1.0,True,,False
,2999,139.6,68.4,0.0,0.0,,1.0,True,,False
,3000,87.73,23.17,0.0,0.0,,1.0,True,,False
,3005,87.60000000000001,27.4,0.0,0.0,,1.0,True,,False
,3006,108.8,33.2,0.0,0.0,,1.0,True,,False
,3010,33.34,11.0,0.0,0.0,,1.0,True,,False
,3012,2.2,1.1,0.0,0.0,,1.0,True,,False
,3013,12.81,3.9,0.0,0.0,,1.0,True,,False
,3015,30.23,10.0,0.0,0.0,,1.0,True,,False
,3020,74.38,8.8,0.0,0.0,,1.0,True,,False
,3021,149.0,19.8,0.0,0.0,,1.0,True,,False
,3029,78.59,25.6,0.0,0.0,,1.0,True,,False
,3030,6.61,2.4,0.0,0.0,,1.0,True,,False
,3032,41.15,5.7,0.0,0.0,,1.0,True,,False
,3033,4.61,1.4,0.0,0.0,,1.0,True,,False
,3035,116.93,33.6,0.0,0.0,,1.0,True,,False
,3036,221.0,146.8,0.0,0.0,,1.0,True,,False
,3042,26.93,8.0,0.0,0.0,,1.0,True,,False
,3043,29.33,5.6,0.0,0.0,,1.0,True,,False
,3047,95.91,-15.4,0.0,0.0,,1.0,True,,False
,3052,10.31,4.6,0.0,0.0,,1.0,True,,False
,3054,1.4,0.2,0.0,0.0,,1.0,True,,False
,3055,22.5,9.5,0.0,0.0,,1.0,True,,False
,3060,493.40000000000003,53.5,0.0,0.0,,1.0,True,,False
,3061,8.71,1.6,0.0,0.0,,1.0,True,,False
,3062,71.28,6.9,0.0,0.0,,1.0,True,,False
,3064,55.86,8.8,0.0,0.0,,1.0,True,,False
,3065,119.7,3.7,0.0,0.0,,1.0,True,,False
,3066,272.3,58.5,0.0,0.0,,1.0,True,,False
,3067,566.1,54.2,0.0,0.0,,1.0,True,,False
,3068,89.60000000000001,22.7,0.0,0.0,,1.0,True,,False
,3071,92.9,27.7,0.0,0.0,,1.0,True,,False
,3072,100.7,-23.3,0.0,0.0,,1.0,True,,False
,3074,30.33,10.5,0.0,0.0,,1.0,True,,False
,3075,164.0,42.3,0.0,0.0,,1.0,True,,False
,3076,11.91,3.0,0.0,0.0,,1.0,True,,False
,3078,10.11,3.3,0.0,0.0,,1.0,True,,False
,3082,567.97,130.73,0.0,0.0,,1.0,True,,False
,3084,64.67,24.5,0.0,0.0,,1.0,True,,False
,3088,15.22,4.2,0.0,0.0,,1.0,True,,False
,3091,28.63,12.1,0.0,0.0,,1.0,True,,False
,3092,11.21,3.7,0.0,0.0,,1.0,True,,False
,3093,4.1,1.5,0.0,0.0,,1.0,True,,False
,3094,69.78,15.3,0.0,0.0,,1.0,True,,False
,3096,128.11,64.9,0.0,0.0,,1.0,True,,False
,3098,380.90000000000003,85.10000000000001,0.0,0.0,,1.0,True,,False
,3100,0.0,8.4,0.0,0.0,,1.0,True,,False
,3101,125.2,105.4,0.0,0.0,,1.0,True,,False
,3104,2.3,0.8,0.0,0.0,,1.0,True,,False
,3105,30.63,11.6,0.0,0.0,,1.0,True,,False
,3115,57.86,70.5,0.0,0.0,,1.0,True,,False
,3118,99.9,20.1,0.0,0.0,,1.0,True,,False
,3120,242.16,73.64,0.0,0.0,,1.0,True,,False
,3121,13.21,4.4,0.0,0.0,,1.0,True,,False
,3122,115.5,71.5,0.0,0.0,,1.0,True,,False
,3125,104.78,20.92,0.0,0.0,,1.0,True,,False
,3127,2.5,0.5,0.0,0.0,,1.0,True,,False
,3128,109.5,22.8,0.0,0.0,,1.0,True,,False
,3130,3.5,1.4,0.0,0.0,,1.0,True,,False
,3135,7.61,2.5,0.0,0.0,,1.0,True,,False
,3139,13.9,1.9,0.0,0.0,,1.0,True,,False
,3140,20.72,6.3,0.0,0.0,,1.0,True,,False
,3141,100.5,37.0,0.0,0.0,,1.0,True,,False
