bus,name,q_mvar,p_mw,vn_kv,step,max_step,in_service
2323,,-4.16,0.0,154.0,1,1,True
2324,,-101.48,0.0,400.0,1,1,True
2325,,-1.05,0.0,110.0,1,1,True
2326,,-17.57,0.0,220.0,1,1,True
2327,,-0.4,0.0,220.0,1,1,True
2328,,-28.53,0.0,380.0,1,1,True
2330,,-0.01,0.0,110.0,1,1,True
2331,,-0.5,0.0,380.0,1,1,True
2332,,-0.89,0.0,110.0,1,1,True
2333,,-0.35,0.0,150.0,1,1,True
2335,,-0.78,0.0,154.0,1,1,True
2336,,-1.41,0.0,220.0,1,1,True
2337,,-0.83,0.0,110.0,1,1,True
2338,,-0.31,0.0,150.0,1,1,True
2339,,-3.98,0.0,220.0,1,1,True
2340,,-3.28,0.0,220.0,1,1,True
2341,,-12.77,0.0,380.0,1,1,True
2342,,-14.55,0.0,220.0,1,1,True
2343,,-426.57,0.0,380.0,1,1,True
2344,,-2.92,0.0,220.0,1,1,True
2345,,-10.7,0.0,154.0,1,1,True
2346,,-0.5,0.0,150.0,1,1,True
2347,,-0.62,0.0,110.0,1,1,True
2348,,-1.55,0.12,220.0,1,1,True
2349,,-7.03,0.0,150.0,1,1,True
2351,,-0.49,0.0,110.0,1,1,True
2353,,-3.07,0.0,150.0,1,1,True
2354,,-3.93,0.0,220.0,1,1,True
2357,,-5.68,0.0,220.0,1,1,True
2359,,-14.23,0.0,220.0,1,1,True
2360,,-25.09,0.0,220.0,1,1,True
2362,,-5.71,0.0,220.0,1,1,True
2363,,-2.59,0.0,220.0,1,1,True
2364,,-117.386167,0.0,380.0,1,1,True
2365,,-4.24,0.0,220.0,1,1,True
2366,,-0.3,0.0,150.0,1,1,True
2367,,-93.42,0.0,380.0,1,1,True
2369,,-2.53,0.0,154.0,1,1,True
2370,,-28.65,0.0,380.0,1,1,True
2371,,-14.490904,0.0,380.0,1,1,True
2372,,-10.0,0.0,154.0,1,1,True
2374,,-6.53,0.0,154.0,1,1,True
2375,,-1.0,0.0,110.0,1,1,True
2376,,-13.14,0.0,220.0,1,1,True
2377,,-0.48,0.0,150.0,1,1,True
2378,,-0.91,0.0,150.0,1,1,True
2379,,-5.43,0.0,220.0,1,1,True
2380,,-4.04,0.0,150.0,1,1,True
2381,,-0.45,0.0,150.0,1,1,True
2382,,-9.190889,0.181549,220.0,1,1,True
2383,,-9.85,0.0,220.0,1,1,True
2384,,-27.05,0.0,380.0,1,1,True
2385,,-0.134843,0.083411,220.0,1,1,True
2386,,-0.06,0.0,220.0,1,1,True
2387,,-1.01,0.0,220.0,1,1,True
2388,,-4.02,0.0,220.0,1,1,True
2389,,-0.79,0.0,220.0,1,1,True
2390,,-2.83,0.0,150.0,1,1,True
2391,,-18.4,0.0,220.0,1,1,True
2392,,-0.13,0.0,220.0,1,1,True
2394,,-8.67,0.0,220.0,1,1,True
2395,,-8.67,0.0,154.0,1,1,True
2396,,-0.52,0.0,150.0,1,1,True
2398,,-3.22,0.0,150.0,1,1,True
2399,,-3.99,0.0,154.0,1,1,True
2400,,-0.16,0.0,150.0,1,1,True
2402,,-14.78,0.0,220.0,1,1,True
2403,,-0.96,0.0,110.0,1,1,True
2404,,-5.11,0.0,154.0,1,1,True
2405,,-1.69,0.0,220.0,1,1,True
2406,,-7.51,0.0,150.0,1,1,True
2407,,-2.82,0.0,154.0,1,1,True
2408,,-4.28,0.0,380.0,1,1,True
2409,,-4.71,0.0,220.0,1,1,True
2410,,-9.14,0.0,150.0,1,1,True
2413,,-7.3,0.0,154.0,1,1,True
2414,,-1.3,0.0,110.0,1,1,True
2415,,-88.82000000000001,0.0,380.0,1,1,True
2416,,-0.81,0.0,110.0,1,1,True
2417,,-5.1,0.0,220.0,1,1,True
2418,,-12.056323,0.258771,220.0,1,1,True
2419,,-64.94,0.0,380.0,1,1,True
2421,,-3.06,0.0,150.0,1,1,True
2422,,-65.61,0.0,380.0,1,1,True
2423,,-2.31,0.0,220.0,1,1,True
2426,,-102.13435,0.27075,380.0,1,1,True
2427,,-50.0,0.0,150.0,1,1,True
2429,,-6.21,0.0,220.0,1,1,True
2430,,-2.84,0.0,110.0,1,1,True
2431,,-21.87,0.0,220.0,1,1,True
2432,,-2.31,0.0,220.0,1,1,True
2433,,-0.12,0.0,150.0,1,1,True
2434,,-16.92,0.0,380.0,1,1,True
2435,,-91.66,0.0,400.0,1,1,True
2436,,-297.94,0.0,380.0,1,1,True
2437,,-0.64,0.0,220.0,1,1,True
2438,,-8.66,0.0,220.0,1,1,True
2439,,-10.21,0.0,380.0,1,1,True
2440,,-1.143584,0.242534,380.0,1,1,True
2441,,-0.17,0.0,110.0,1,1,True
2442,,-3.17,0.0,220.0,1,1,True
2443,,-18.25,0.0,380.0,1,1,True
2444,,-0.19,0.0,150.0,1,1,True
2449,,-0.06,0.0,154.0,1,1,True
2450,,-3.62,0.0,150.0,1,1,True
2452,,-5.44,0.0,220.0,1,1,True
2453,,-1.55,0.0,150.0,1,1,True
2454,,-63.59,0.0,400.0,1,1,True
2455,,-39.85,0.0,380.0,1,1,True
2456,,-2.75,0.0,220.0,1,1,True
2457,,-27.18,0.0,380.0,1,1,True
2458,,-145.98,0.0,380.0,1,1,True
2460,,-0.25,0.0,110.0,1,1,True
2461,,-0.91,0.0,110.0,1,1,True
2462,,-32.55,0.0,380.0,1,1,True
2463,,-0.89,0.0,110.0,1,1,True
2464,,-42.61,0.0,380.0,1,1,True
2465,,-1.82,0.0,110.0,1,1,True
2466,,-11.65,0.0,220.0,1,1,True
2468,,-1.12,0.0,150.0,1,1,True
2469,,-1.31,0.0,150.0,1,1,True
2470,,-8.88,0.0,220.0,1,1,True
2472,,-1.04,0.0,110.0,1,1,True
2473,,-12.14,0.0,220.0,1,1,True
2474,,-0.21,0.0,220.0,1,1,True
2476,,-4.73,0.0,154.0,1,1,True
2477,,-9.13,0.0,110.0,1,1,True
2478,,-65.673108,0.0,380.0,1,1,True
2479,,-1.55,0.0,220.0,1,1,True
2482,,-6.43,0.0,154.0,1,1,True
2483,,-2.43,0.0,220.0,1,1,True
2484,,-1.52,0.0,154.0,1,1,True
2485,,-4.58,0.0,380.0,1,1,True
2486,,-13.39,0.0,220.0,1,1,True
2489,,-5.22,0.0,154.0,1,1,True
2490,,-3.23,0.0,154.0,1,1,True
2491,,-7.67,0.0,220.0,1,1,True
2492,,-0.31,0.0,220.0,1,1,True
2494,,-1.2,0.0,220.0,1,1,True
2495,,-1.74,0.0,220.0,1,1,True
2496,,-9.36,0.0,220.0,1,1,True
2497,,-7.35,0.0,220.0,1,1,True
2498,,-0.68,0.0,154.0,1,1,True
2499,,-4.8,0.0,380.0,1,1,True
2501,,-84.7,0.0,380.0,1,1,True
2502,,-2.09,0.0,220.0,1,1,True
2503,,-4.14,0.0,220.0,1,1,True
2504,,-0.77,0.0,110.0,1,1,True
2505,,-0.45,0.0,110.0,1,1,True
2506,,-36.17,0.0,380.0,1,1,True
2507,,-4.74,0.0,154.0,1,1,True
2509,,-7.92,0.0,220.0,1,1,True
2510,,-54.02,0.0,380.0,1,1,True
2511,,-18.83,0.0,380.0,1,1,True
2512,,-29.79,0.0,380.0,1,1,True
2513,,-1.75,0.0,154.0,1,1,True
2515,,-6.66,0.0,220.0,1,1,True
2517,,-42.622979,0.0,380.0,1,1,True
2519,,-3.80797,0.057433,380.0,1,1,True
2520,,-2.99,0.0,154.0,1,1,True
2521,,-37.680934,0.0,380.0,1,1,True
2522,,-7.06,0.0,220.0,1,1,True
2523,,-3.05,0.0,154.0,1,1,True
2524,,-3.12,0.0,150.0,1,1,True
2525,,-125.534496,0.0,380.0,1,1,True
2526,,-0.64,0.0,220.0,1,1,True
2527,,-4.11,0.0,150.0,1,1,True
2529,,-0.46,0.0,110.0,1,1,True
2530,,-0.58,0.0,110.0,1,1,True
2531,,-4.954954,0.08367,380.0,1,1,True
2532,,-4.42,0.0,154.0,1,1,True
2534,,-0.18,0.0,220.0,1,1,True
2535,,-0.69,0.0,150.0,1,1,True
2536,,-0.12,0.0,110.0,1,1,True
2537,,-2.61,0.0,220.0,1,1,True
2539,,-12.1,0.0,220.0,1,1,True
2541,,-8.25,0.0,150.0,1,1,True
2542,,-1.73,0.0,110.0,1,1,True
2543,,-0.15,0.0,150.0,1,1,True
2544,,-10.78,0.0,380.0,1,1,True
2545,,-0.23,0.0,110.0,1,1,True
2547,,-1.38,0.0,150.0,1,1,True
2548,,-3.86,0.0,220.0,1,1,True
2550,,-8.22,0.0,220.0,1,1,True
2551,,-6.81,0.0,150.0,1,1,True
2552,,-9.85,0.0,220.0,1,1,True
2553,,-1.22,0.0,110.0,1,1,True
2554,,-0.38,0.0,110.0,1,1,True
2555,,-2.75,0.0,220.0,1,1,True
2556,,-0.69,0.0,110.0,1,1,True
2557,,-2.18,0.0,220.0,1,1,True
2558,,-0.52,0.0,110.0,1,1,True
2559,,-0.54,0.0,110.0,1,1,True
2560,,-0.59,0.0,110.0,1,1,True
2561,,-5.66,0.0,220.0,1,1,True
2562,,-6.04,0.0,220.0,1,1,True
2563,,-0.93,0.0,220.0,1,1,True
2564,,-1.27,0.0,110.0,1,1,True
2565,,-68.93,0.0,380.0,1,1,True
2566,,-0.22,0.0,110.0,1,1,True
2569,,-3.08,0.0,220.0,1,1,True
2570,,-1.16,0.0,150.0,1,1,True
2572,,-14.75,0.0,220.0,1,1,True
2573,,-3.28,0.0,220.0,1,1,True
2574,,-0.3,0.0,220.0,1,1,True
2575,,-14.74,0.0,150.0,1,1,True
2576,,-87.06,0.0,380.0,1,1,True
2577,,0.3,0.0,220.0,1,1,True
2578,,-0.31,0.0,110.0,1,1,True
2579,,-1.61,0.0,150.0,1,1,True
2580,,-1.02,0.0,150.0,1,1,True
2581,,-0.59,0.0,110.0,1,1,True
2582,,-7.46,0.0,380.0,1,1,True
2583,,-6.37,0.0,154.0,1,1,True
2584,,-35.537525,0.1083,380.0,1,1,True
2585,,-0.36,0.0,150.0,1,1,True
2586,,-13.22,0.0,150.0,1,1,True
2589,,-0.98,0.0,220.0,1,1,True
2590,,-20.71,0.0,220.0,1,1,True
2591,,-0.49,0.0,110.0,1,1,True
2592,,-0.83,0.0,150.0,1,1,True
2595,,-2.08,0.0,150.0,1,1,True
2596,,-0.72,0.0,220.0,1,1,True
2597,,-8.42,0.0,220.0,1,1,True
2598,,-9.44,0.0,154.0,1,1,True
2600,,-3.86,0.0,220.0,1,1,True
2601,,-1.01,0.0,110.0,1,1,True
2602,,-5.09,0.0,150.0,1,1,True
2604,,-16.22,0.0,220.0,1,1,True
2606,,-11.54,0.0,380.0,1,1,True
2608,,-1.32,0.0,110.0,1,1,True
2609,,-4.21,0.0,220.0,1,1,True
2610,,-9.49,0.0,380.0,1,1,True
2611,,-29.89,0.0,150.0,1,1,True
2612,,-31.53,0.0,220.0,1,1,True
2613,,-7.61,0.0,220.0,1,1,True
2614,,-23.88,0.0,380.0,1,1,True
2615,,-1.46,0.0,150.0,1,1,True
2616,,-7.86,0.0,150.0,1,1,True
2617,,-2.89,0.0,154.0,1,1,True
2618,,-1.01,0.0,150.0,1,1,True
2620,,-0.89,0.0,154.0,1,1,True
2621,,-6.91,0.0,380.0,1,1,True
2622,,-1.61,0.0,154.0,1,1,True
2624,,-1.61,0.0,110.0,1,1,True
2625,,-0.8,0.0,110.0,1,1,True
2627,,-1.39,0.0,150.0,1,1,True
2628,,-0.64,0.0,220.0,1,1,True
2629,,-60.34,0.0,380.0,1,1,True
2630,,-1.47,0.0,220.0,1,1,True
2631,,-10.76,0.0,380.0,1,1,True
2632,,-0.91,0.0,110.0,1,1,True
2633,,-44.86,0.0,380.0,1,1,True
2634,,-3.89,0.0,150.0,1,1,True
2635,,-3.37,0.0,220.0,1,1,True
2636,,-0.55,0.0,110.0,1,1,True
2637,,-0.76,0.0,110.0,1,1,True
2638,,-1.57,0.0,110.0,1,1,True
2639,,-4.56,0.0,154.0,1,1,True
2640,,-1.72,0.0,220.0,1,1,True
2642,,-1.13,0.0,110.0,1,1,True
2643,,-0.19,0.0,220.0,1,1,True
2644,,-0.28,0.0,110.0,1,1,True
2645,,-59.08,0.0,380.0,1,1,True
2646,,-0.48,0.0,220.0,1,1,True
2647,,-9.79,0.0,110.0,1,1,True
2650,,-0.39,0.0,110.0,1,1,True
2651,,-11.87,0.0,150.0,1,1,True
2653,,-4.93,0.0,220.0,1,1,True
2654,,-1.38,0.0,220.0,1,1,True
2655,,-69.582294,0.0,380.0,1,1,True
2656,,-1.28,0.0,220.0,1,1,True
2658,,-64.39,0.0,400.0,1,1,True
2660,,-0.16,0.0,150.0,1,1,True
2662,,-9.21,0.0,220.0,1,1,True
2664,,-2.73,0.0,220.0,1,1,True
2665,,-8.67,0.0,154.0,1,1,True
2666,,-1.24,0.0,220.0,1,1,True
2667,,-1.22,0.0,220.0,1,1,True
2668,,-12.74,0.0,380.0,1,1,True
2669,,-1.18,0.0,110.0,1,1,True
2670,,-0.11,0.0,110.0,1,1,True
2671,,-0.3,0.0,110.0,1,1,True
2672,,-1.17,0.0,110.0,1,1,True
2673,,-0.12,0.0,150.0,1,1,True
2674,,-11.28,0.0,220.0,1,1,True
2675,,-6.44,0.0,220.0,1,1,True
2676,,-32.19909,0.252685,220.0,1,1,True
2677,,-0.96,0.0,110.0,1,1,True
2678,,-0.44,0.0,110.0,1,1,True
2679,,-100.092366,0.0,380.0,1,1,True
2680,,-29.87,0.0,380.0,1,1,True
2681,,-0.47,0.0,220.0,1,1,True
2682,,-23.22,0.0,400.0,1,1,True
2683,,-19.569841,0.0,380.0,1,1,True
2686,,-0.17,0.0,110.0,1,1,True
2688,,-0.45,0.0,220.0,1,1,True
2689,,-0.85,0.0,150.0,1,1,True
2690,,-0.51,0.0,110.0,1,1,True
2691,,-11.28,0.0,220.0,1,1,True
2692,,-2.09,0.0,154.0,1,1,True
2693,,-66.36,0.0,380.0,1,1,True
2694,,-2.2,0.0,220.0,1,1,True
2695,,-0.24,0.0,150.0,1,1,True
2696,,-0.06,0.0,150.0,1,1,True
2697,,-0.41,0.0,110.0,1,1,True
2698,,-0.95,0.0,110.0,1,1,True
2699,,-3.08,0.0,380.0,1,1,True
2701,,-6.49,0.0,220.0,1,1,True
2703,,-1.01,0.0,110.0,1,1,True
2704,,-1.14,0.0,220.0,1,1,True
2706,,-119.783595,0.099501,380.0,1,1,True
2707,,-4.42,0.0,150.0,1,1,True
2708,,-30.21,0.0,380.0,1,1,True
2710,,-0.34,0.0,154.0,1,1,True
2711,,-6.99,0.0,220.0,1,1,True
2712,,-0.73,0.0,110.0,1,1,True
2713,,-12.47,0.0,150.0,1,1,True
2714,,-7.85,0.0,220.0,1,1,True
2715,,-35.12178200000001,0.349307,380.0,1,1,True
2716,,-0.57,0.0,110.0,1,1,True
2717,,-5.48,0.0,154.0,1,1,True
2719,,-15.78,0.0,150.0,1,1,True
2720,,-10.040547,0.0,380.0,1,1,True
2721,,-56.39,0.0,380.0,1,1,True
2722,,-0.73,0.0,110.0,1,1,True
2723,,-50.19,0.0,380.0,1,1,True
2725,,-4.68,0.0,380.0,1,1,True
2726,,-1.02,0.0,110.0,1,1,True
2729,,-233.41,0.0,380.0,1,1,True
2730,,-0.6,0.0,110.0,1,1,True
2731,,-142.79,0.0,380.0,1,1,True
2732,,-0.58,0.0,110.0,1,1,True
2733,,-12.33,0.0,150.0,1,1,True
2734,,-21.5,0.0,154.0,1,1,True
2736,,-9.466325,0.12635,380.0,1,1,True
2737,,-4.52,0.0,220.0,1,1,True
2738,,-0.6,0.0,150.0,1,1,True
2739,,-15.06,0.0,220.0,1,1,True
2740,,-1.26,0.0,154.0,1,1,True
2743,,-0.21,0.0,110.0,1,1,True
2744,,-56.27,0.0,150.0,1,1,True
2745,,-2.58,0.0,154.0,1,1,True
2746,,-0.23,0.0,110.0,1,1,True
2747,,-18.6,0.0,150.0,1,1,True
2748,,-1.09,0.0,220.0,1,1,True
2749,,-41.52,0.0,154.0,1,1,True
2750,,-5.05,0.0,220.0,1,1,True
2751,,-0.96,0.0,110.0,1,1,True
2752,,-1.92,0.0,150.0,1,1,True
2753,,-3.72,0.0,220.0,1,1,True
2754,,-3.22,0.0,380.0,1,1,True
2755,,-62.36,0.0,380.0,1,1,True
2756,,-1.56,0.0,150.0,1,1,True
2758,,-0.35,0.0,220.0,1,1,True
2759,,-14.89,0.0,150.0,1,1,True
2760,,-1.35,0.0,110.0,1,1,True
2761,,-1.27,0.0,154.0,1,1,True
2762,,-0.55,0.0,110.0,1,1,True
2764,,-4.13,0.0,154.0,1,1,True
2765,,-12.96,0.0,380.0,1,1,True
2766,,-0.47,0.0,110.0,1,1,True
2767,,-2.1,0.0,154.0,1,1,True
2768,,-4.76,0.0,220.0,1,1,True
2769,,-0.35,0.0,220.0,1,1,True
2770,,-6.86,0.0,220.0,1,1,True
2771,,-61.7,0.0,380.0,1,1,True
2772,,-0.17,0.0,110.0,1,1,True
2773,,-0.47,0.0,110.0,1,1,True
2775,,-0.35,0.0,110.0,1,1,True
2776,,-0.1,0.0,110.0,1,1,True
2778,,-3.03,0.0,150.0,1,1,True
2779,,-0.68,0.0,110.0,1,1,True
2780,,-0.87,0.0,150.0,1,1,True
2781,,-0.1,0.0,220.0,1,1,True
2782,,-4.47,0.0,150.0,1,1,True
2783,,-0.28,0.0,220.0,1,1,True
2784,,-3.62,0.0,220.0,1,1,True
2786,,-1.77,0.0,220.0,1,1,True
2789,,-0.87,0.0,110.0,1,1,True
2791,,-0.42,0.0,110.0,1,1,True
2792,,-2.21,0.0,154.0,1,1,True
2793,,-0.39,0.0,220.0,1,1,True
2794,,-1.94,0.0,220.0,1,1,True
2795,,-6.54,0.0,150.0,1,1,True
2797,,-1.01,0.0,110.0,1,1,True
2800,,-12.17,0.0,220.0,1,1,True
2801,,-0.93,0.0,110.0,1,1,True
2802,,-2.93,0.0,220.0,1,1,True
2803,,-1.86,0.0,110.0,1,1,True
2804,,-20.79,0.0,380.0,1,1,True
2805,,-0.39,0.0,220.0,1,1,True
2806,,-34.36,0.0,380.0,1,1,True
2807,,-5.5,0.0,154.0,1,1,True
2808,,-2.49,0.0,110.0,1,1,True
2810,,-0.74,0.0,110.0,1,1,True
2811,,-1.25,0.0,150.0,1,1,True
2812,,-0.83,0.0,110.0,1,1,True
2813,,-52.89,0.0,380.0,1,1,True
2814,,-4.05,0.0,220.0,1,1,True
2817,,-2.96,0.0,154.0,1,1,True
2818,,-2.4,0.0,110.0,1,1,True
2819,,-1.28,0.0,150.0,1,1,True
2820,,-2.04,0.0,220.0,1,1,True
2822,,-3.74,0.0,110.0,1,1,True
2823,,-4.17,0.0,220.0,1,1,True
2824,,-31.79,0.0,150.0,1,1,True
2826,,-4.58,0.0,220.0,1,1,True
2827,,-4.22,0.0,220.0,1,1,True
2828,,-2.56,0.0,110.0,1,1,True
2829,,-0.68,0.0,110.0,1,1,True
2830,,-0.56,0.0,110.0,1,1,True
2831,,-2.16,0.0,110.0,1,1,True
2832,,-8.23,0.0,154.0,1,1,True
2833,,-0.11,0.0,110.0,1,1,True
2835,,-8.75,0.0,150.0,1,1,True
2836,,-21.27,0.0,150.0,1,1,True
2837,,-0.02,0.0,150.0,1,1,True
2842,,-0.04,0.0,150.0,1,1,True
2843,,-3.08,0.0,220.0,1,1,True
2844,,-1.25,0.0,110.0,1,1,True
2845,,-9.58843,0.0,220.0,1,1,True
2846,,-0.82,0.0,220.0,1,1,True
2847,,-25.583218,0.0,380.0,1,1,True
2848,,-70.11,0.0,380.0,1,1,True
2849,,-4.76,0.0,220.0,1,1,True
2850,,-0.3,0.0,150.0,1,1,True
2853,,-69.323028,0.0,380.0,1,1,True
2854,,-45.08542,0.234854,380.0,1,1,True
2855,,-0.97,0.0,150.0,1,1,True
2856,,-0.73,0.0,110.0,1,1,True
2857,,-38.41,0.0,220.0,1,1,True
2858,,-8.1,0.0,150.0,1,1,True
2860,,-0.17,0.0,110.0,1,1,True
2862,,-0.09,0.0,220.0,1,1,True
2863,,-0.66,0.0,110.0,1,1,True
2864,,-8.35,0.0,220.0,1,1,True
2865,,-4.21,0.0,220.0,1,1,True
2867,,-1.6,0.0,110.0,1,1,True
2868,,-75.218793,0.0,380.0,1,1,True
2869,,-0.62,0.0,380.0,1,1,True
2870,,-4.86,0.0,220.0,1,1,True
2874,,-4.86,0.0,110.0,1,1,True
2875,,-3.86,0.0,150.0,1,1,True
2876,,-0.46,0.0,220.0,1,1,True
2878,,-0.24,0.0,110.0,1,1,True
2879,,-14.2,0.0,220.0,1,1,True
2881,,-1.08,0.0,110.0,1,1,True
2882,,-6.54,0.0,220.0,1,1,True
2883,,-20.04,0.0,380.0,1,1,True
2884,,-24.73,0.0,380.0,1,1,True
2886,,-6.46,0.0,220.0,1,1,True
2887,,-0.22,0.0,220.0,1,1,True
2888,,-3.2,0.0,220.0,1,1,True
2889,,-2.66,0.0,380.0,1,1,True
2890,,-0.7,0.0,380.0,1,1,True
2891,,-0.52,0.0,110.0,1,1,True
2892,,-2.82,0.0,220.0,1,1,True
2893,,-0.64,0.0,150.0,1,1,True
2894,,-3.02,0.0,220.0,1,1,True
2897,,-1.18,0.0,220.0,1,1,True
2898,,-44.66,0.0,380.0,1,1,True
2900,,-2.07,0.0,220.0,1,1,True
2902,,-2.48,0.0,220.0,1,1,True
2903,,-21.97435,0.37905,380.0,1,1,True
2904,,-0.43,0.0,220.0,1,1,True
2905,,-52.33,0.0,380.0,1,1,True
2906,,-34.74,0.0,220.0,1,1,True
2907,,-0.6,0.0,150.0,1,1,True
2908,,-5.21,0.0,220.0,1,1,True
2909,,-2.87,0.0,220.0,1,1,True
2910,,-1.21,0.0,110.0,1,1,True
2911,,-1.5,0.0,220.0,1,1,True
2912,,-42.51,0.0,380.0,1,1,True
2913,,-3.43,0.0,110.0,1,1,True
2914,,-0.66,0.0,110.0,1,1,True
2915,,-81.36,0.0,380.0,1,1,True
2916,,-21.91,0.0,220.0,1,1,True
2917,,-53.25003,0.0,380.0,1,1,True
2918,,-32.049116,0.0,380.0,1,1,True
2920,,-1.07,0.0,220.0,1,1,True
2921,,-0.25,0.0,110.0,1,1,True
2923,,-17.28,0.0,220.0,1,1,True
2924,,-4.53,0.0,150.0,1,1,True
2925,,-8.38,0.0,220.0,1,1,True
2926,,-26.18,0.0,380.0,1,1,True
2927,,-92.38,0.0,220.0,1,1,True
2928,,-0.34,0.0,150.0,1,1,True
2930,,-4.56,0.0,220.0,1,1,True
2931,,-89.131068,0.132526,380.0,1,1,True
2932,,-33.04,0.0,380.0,1,1,True
2934,,4.4045,0.0,380.0,1,1,True
2935,,-3.9,0.0,220.0,1,1,True
2936,,-0.41,0.0,110.0,1,1,True
2937,,-137.29,0.0,380.0,1,1,True
2938,,-6.5,0.26,220.0,1,1,True
2939,,-2.88,0.0,220.0,1,1,True
2940,,-35.93,0.0,380.0,1,1,True
2942,,-0.75,0.0,150.0,1,1,True
2943,,-2.32,0.0,220.0,1,1,True
2944,,-12.42,0.0,150.0,1,1,True
2946,,-2.52,0.0,110.0,1,1,True
2947,,-97.42,0.0,380.0,1,1,True
2948,,-11.03,0.0,220.0,1,1,True
2949,,-4.68,0.0,110.0,1,1,True
2950,,-1.42,0.0,220.0,1,1,True
2951,,-0.9,0.0,154.0,1,1,True
2953,,-0.13,0.0,150.0,1,1,True
2954,,-17.95,0.0,220.0,1,1,True
2956,,-0.6,0.0,220.0,1,1,True
2957,,-0.66,0.0,110.0,1,1,True
2958,,-0.46,0.0,110.0,1,1,True
2959,,-0.4,0.0,150.0,1,1,True
2960,,-7.99,0.0,220.0,1,1,True
2961,,-133.56,0.0,380.0,1,1,True
2962,,-22.54,0.0,380.0,1,1,True
2963,,-0.68,0.0,150.0,1,1,True
2965,,-0.58,0.0,110.0,1,1,True
2966,,-0.19,0.0,220.0,1,1,True
2967,,-1.63,0.0,220.0,1,1,True
2968,,-0.08,0.0,110.0,1,1,True
2969,,-1.66,0.0,150.0,1,1,True
2970,,-11.55,0.0,380.0,1,1,True
2971,,-6.67,0.0,220.0,1,1,True
2973,,-0.6,0.0,150.0,1,1,True
2975,,-0.93,0.0,110.0,1,1,True
2976,,-0.83,0.0,110.0,1,1,True
2977,,-2.47,0.0,220.0,1,1,True
2978,,-1.5,0.0,154.0,1,1,True
2979,,-0.42,0.0,380.0,1,1,True
2980,,-1.68,0.0,220.0,1,1,True
2982,,-0.36,0.0,220.0,1,1,True
2983,,-1.21,0.0,110.0,1,1,True
2985,,-21.88,0.0,380.0,1,1,True
2987,,-0.2,0.0,110.0,1,1,True
2989,,-12.22,0.0,380.0,1,1,True
2992,,-0.13,0.0,110.0,1,1,True
2993,,-3.45,0.0,110.0,1,1,True
2994,,-3.9,0.0,220.0,1,1,True
2995,,-0.25,0.0,110.0,1,1,True
2997,,-0.87,0.0,110.0,1,1,True
2998,,-14.55,0.0,154.0,1,1,True
3000,,-2.68,0.0,220.0,1,1,True
3003,,-0.77,0.0,150.0,1,1,True
3004,,-2.03,0.0,380.0,1,1,True
3005,,-0.99,0.0,110.0,1,1,True
3006,,-45.62985,0.358716,380.0,1,1,True
3007,,-22.7,0.0,380.0,1,1,True
3010,,-1.16,0.0,110.0,1,1,True
3011,,-58.1,0.0,380.0,1,1,True
3012,,-0.67,0.0,220.0,1,1,True
3013,,-0.66,0.0,110.0,1,1,True
3014,,-17.77,0.0,220.0,1,1,True
3015,,-0.31,0.0,110.0,1,1,True
3016,,-22.54135,0.27075,380.0,1,1,True
3018,,-1.37,0.0,220.0,1,1,True
3019,,-0.64,0.0,220.0,1,1,True
3020,,-6.1,0.0,220.0,1,1,True
3021,,-23.89,0.0,380.0,1,1,True
3022,,-27.69,0.0,380.0,1,1,True
3023,,-1.57,0.0,220.0,1,1,True
3024,,-40.51494400000001,0.169151,380.0,1,1,True
3025,,-0.9,0.0,110.0,1,1,True
3026,,-1.54,0.0,220.0,1,1,True
3029,,-1.0,0.0,110.0,1,1,True
3030,,-0.61,0.0,110.0,1,1,True
3031,,-2.37,0.0,154.0,1,1,True
3032,,-4.11,0.0,110.0,1,1,True
3033,,-0.83,0.0,110.0,1,1,True
3035,,-3.35,0.0,220.0,1,1,True
3036,,-8.35,0.0,220.0,1,1,True
3039,,-0.86,0.0,150.0,1,1,True
3040,,-0.91,0.0,220.0,1,1,True
3041,,-50.0,0.0,380.0,1,1,True
3042,,-0.27,0.0,110.0,1,1,True
3043,,-6.56,0.0,220.0,1,1,True
3045,,-4.21,0.0,220.0,1,1,True
3046,,-3.84,0.0,150.0,1,1,True
3047,,-1.51,0.0,220.0,1,1,True
3048,,-0.5,0.0,150.0,1,1,True
3049,,-1.270889,0.181549,220.0,1,1,True
3051,,-8.21,0.0,380.0,1,1,True
3052,,-0.64,0.0,110.0,1,1,True
3054,,-5.0,0.0,154.0,1,1,True
3055,,-29.37436,0.0,380.0,1,1,True
3056,,-41.234223,0.110438,380.0,1,1,True
3057,,-0.82,0.0,154.0,1,1,True
3058,,-0.6,0.0,110.0,1,1,True
3059,,-0.49,0.0,150.0,1,1,True
3060,,-58.09,0.0,380.0,1,1,True
3061,,-1.23,0.0,110.0,1,1,True
3062,,-1.93,0.0,220.0,1,1,True
3064,,-4.2,0.0,220.0,1,1,True
3065,,-0.88,0.0,220.0,1,1,True
3066,,-23.57,0.0,380.0,1,1,True
3067,,-44.559841,0.0,380.0,1,1,True
3068,,-4.06,0.0,220.0,1,1,True
3069,,-4.27,0.0,220.0,1,1,True
3070,,-2.83,0.0,220.0,1,1,True
3071,,-5.22,0.0,220.0,1,1,True
3072,,-2.97,0.0,220.0,1,1,True
3073,,-0.51,0.0,150.0,1,1,True
3074,,-0.33,0.0,220.0,1,1,True
3075,,-8.07,0.0,220.0,1,1,True
