name,std_type,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,tap_phase_shifter,parallel,df,in_service,max_loading_percent
,,4736,6420,99.999,380.0,220.0,427.5141437677546,96.66113337899998,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4736,1580,99.999,380.0,220.0,436.05087816823635,44.877651219,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4736,1084,99.999,380.0,220.0,2644.460561358414,1158.64541343,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4736,3912,99.999,380.0,220.0,2936.9356141965877,1300.5409944599999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4736,6654,99.999,380.0,220.0,3987.179138542592,1794.0260595600002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4736,6306,99.999,380.0,220.0,3565.583291851643,1518.19781787,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6893,1586,99.999,380.0,220.0,250.32919100794646,43.024469751,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6893,8937,99.999,380.0,220.0,91.9359324148666,6.8299317,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6893,1176,99.999,380.0,220.0,84.59315209203137,6.61193388,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9099,1586,99.999,380.0,220.0,497.1792298040938,144.428355702,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5716,1586,99.999,380.0,220.0,488.740901528266,147.258827397,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6221,1586,99.999,380.0,220.0,647.2250983834749,228.489415083,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,490,8933,99.999,380.0,220.0,3.17846782488275,0.050399496,0.0,0.0,0.0,hv,0.0,,,5.80449999999999,,1.0,False,1,1.0,True,100.0
,,490,3331,99.999,380.0,220.0,150.47687119478405,8.668213317,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,490,6129,99.999,380.0,220.0,139.03690423965043,5.57194428,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,490,1257,99.999,380.0,220.0,195.29105681682103,40.60559394,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,490,4084,99.999,380.0,220.0,43.8933283612272,2.6499735,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7544,6172,99.999,380.0,220.0,3.23745891465068,0.066899331,0.0,0.0,0.0,hv,0.0,,,6.7245,,1.0,False,1,1.0,True,100.0
,,9099,8937,99.999,380.0,220.0,3588.81607611786,1648.53751446,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5716,8937,99.999,380.0,220.0,3640.003565629753,1868.32831653,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6221,8937,99.999,380.0,220.0,38.063826999749,-0.698393016,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9099,1176,99.999,380.0,220.0,3547.0184845699127,1927.72872252,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5716,1176,99.999,380.0,220.0,3514.3218215613756,1964.1123586800002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6221,1176,99.999,380.0,220.0,35.45177959834192,-0.7499925,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,323,3331,99.999,380.0,220.0,427.80619587158765,97.949420496,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5861,3331,99.999,380.0,220.0,205.56545277819706,24.109258905,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4051,3331,99.999,380.0,220.0,209.77891948896206,23.952260475,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,323,6129,99.999,380.0,220.0,367.574968501606,73.348466508,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5861,6129,99.999,380.0,220.0,161.21578651368577,17.653723461,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4051,6129,99.999,380.0,220.0,158.5981502646186,20.313896859,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,8021,99.999,380.0,220.0,1165.7422936399685,365.8434415290001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,8021,99.999,380.0,220.0,195.35981615121077,10.70589294,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,8021,99.999,380.0,220.0,2622.660814280736,1014.3288566100001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,8021,99.999,380.0,220.0,113.48800521676081,7.03792962,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,8021,99.999,380.0,220.0,1259.842396386456,380.264797314,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,8021,99.999,380.0,220.0,1768.7812722787705,358.3022169419999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,259,99.999,380.0,220.0,1340.1436232352485,293.860661364,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,259,99.999,380.0,220.0,237.24972869288646,0.02399976,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,259,99.999,380.0,220.0,3210.7308540293657,923.7717621899999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,259,99.999,380.0,220.0,104.91563732151025,4.146858531,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,259,99.999,380.0,220.0,1247.101499573363,357.64102355399996,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,259,99.999,380.0,220.0,1861.6964133844165,413.797561983,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,323,2742,99.999,380.0,220.0,59.45484354921045,10.714592853,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,323,1257,99.999,380.0,220.0,1530.5526910956899,715.9900400280001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,323,4084,99.999,380.0,220.0,541.5426195856442,177.87222126,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,5908,99.999,380.0,220.0,1806.3019369820975,719.538304545,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,5908,99.999,380.0,220.0,7583.30512985898,4097.2720268699995,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,2827,99.999,380.0,220.0,2017.7808045208228,742.3479764460001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,2827,99.999,380.0,220.0,7822.0457744472,4239.2136074400005,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,241,99.999,380.0,220.0,27.91935502045946,-1.667383326,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,1066,99.999,380.0,220.0,1702.8250071898908,534.9807501390001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,3532,99.999,380.0,220.0,2687.8501047589166,913.4257656510001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,4788,99.999,380.0,220.0,118.5242563952563,19.699902999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,7591,99.999,380.0,220.0,106.96873330262996,18.95481045,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,5439,99.999,380.0,220.0,1710.496899030497,603.020269737,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,2604,99.999,380.0,220.0,1757.5164016830124,597.528624654,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,6420,99.999,380.0,220.0,963.8007611830558,310.78639210500006,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,1580,99.999,380.0,220.0,3926.190706114226,1181.0131897499998,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,1084,99.999,380.0,220.0,5661.755342636477,2731.82868144,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,62,3912,99.999,380.0,220.0,6497.535047691493,3437.7776218800004,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,241,99.999,380.0,220.0,152.05488835526546,23.127868719,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,241,99.999,380.0,220.0,2049.6115345866756,704.889651033,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,241,99.999,380.0,220.0,125.66176979748018,22.927470723,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,241,99.999,380.0,220.0,795.0435510531909,254.48095516499998,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,5595,99.999,380.0,220.0,6251.99744343822,3547.4855247899995,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,4098,99.999,380.0,220.0,6276.278215851581,3464.2213574400002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4646,4349,99.999,380.0,220.0,2553.204469432917,1575.2612472300002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6537,1943,790.0,380.0,220.0,10.13974503344635,0.22357,0.0,0.0,0.0,hv,0.0,,,3.1067,,1.0,False,1,1.0,True,100.0
,,8332,1961,790.0,380.0,220.0,9.38803452818533,0.23068,0.0,0.0,0.0,hv,0.0,,,3.1067,,1.0,False,1,1.0,True,100.0
,,7134,628,691.0,380.0,220.0,23.84868677735789,0.275018,0.0,0.0,0.0,hv,0.0,,,1.79240000000001,,-1.0,False,1,1.0,True,100.0
,,8335,628,99.999,380.0,220.0,5799.580987969786,3309.26490702,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,3422,99.999,380.0,220.0,5877.274219134718,3444.18055785,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,1066,99.999,380.0,220.0,281.9809969885603,16.103738961,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,3532,99.999,380.0,220.0,2891.038095642258,948.9517103879999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,4788,99.999,380.0,220.0,163.80734093651344,24.680553192,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,7591,99.999,380.0,220.0,153.81102622997076,22.807971918,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,5439,99.999,380.0,220.0,4651.504525026424,1828.0287195300002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,2604,99.999,380.0,220.0,4770.2273211704205,1810.0928988899998,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,6420,99.999,380.0,220.0,221.93014432894125,33.127768719,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,1580,99.999,380.0,220.0,905.1291626215167,75.207047922,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,1084,99.999,380.0,220.0,1360.6223527265747,498.57531419700007,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,9210,3912,99.999,380.0,220.0,1509.9809220014047,558.159218352,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6484,4423,724.0,380.0,220.0,22.8882346176147,0.344624,0.0,0.0,0.0,hv,0.0,,,4.2713,,-1.0,False,1,1.0,True,100.0
,,6484,7188,724.0,380.0,220.0,22.37477049702186,0.330868,0.0,0.0,0.0,hv,0.0,,,4.2713,,-1.0,False,1,1.0,True,100.0
,,7081,8181,99.999,380.0,220.0,601.5721994743674,130.502794959,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,8181,99.999,380.0,220.0,3332.5877070023034,1281.33018657,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,6717,99.999,380.0,220.0,329.53287973058997,65.734842645,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,6717,99.999,380.0,220.0,1809.8529384458839,646.7910320249999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,4701,99.999,380.0,220.0,42.76389596441614,-1.783882161,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,7499,99.999,380.0,220.0,42.09424589522499,-2.029779702,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,3532,99.999,380.0,220.0,132.1602048022224,5.59594404,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,5439,99.999,380.0,220.0,241.73102860161708,43.099269003,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,2604,99.999,380.0,220.0,239.86868326051754,44.356856427,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,1970,99.999,380.0,220.0,223.22188946058296,7.367626323,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,1580,99.999,380.0,220.0,499.47922356021957,92.78997209100002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,6654,99.999,380.0,220.0,7205.351918242659,4282.85217105,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7081,6306,99.999,380.0,220.0,6393.608089013018,3644.5615540199997,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4848,7499,724.0,380.0,220.0,27.63637831375161,0.26788,0.0,0.0,0.0,hv,0.0,,,1.79240000000001,,-1.0,False,1,1.0,True,100.0
,,4848,4701,724.0,380.0,220.0,25.85573186634547,0.223716,0.0,0.0,0.0,hv,0.0,,,1.79240000000001,,-1.0,False,1,1.0,True,100.0
,,1267,4701,99.999,380.0,220.0,334.751771763583,52.97257026899999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,7499,99.999,380.0,220.0,329.46276546166683,54.18745812,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,1066,99.999,380.0,220.0,23.39780459937554,-0.801691983,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,3532,99.999,380.0,220.0,1754.7944565068453,568.069119252,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,4788,99.999,380.0,220.0,1784.3991223727007,655.221947715,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,7591,99.999,380.0,220.0,1815.7888342326537,544.4127558179999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,5439,99.999,380.0,220.0,6401.275987365344,2432.73167244,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,2604,99.999,380.0,220.0,6569.602291372049,2409.87890097,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,6420,99.999,380.0,220.0,2083.778140477843,562.501174932,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,1580,99.999,380.0,220.0,416.3461801307319,45.619343802,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,6654,99.999,380.0,220.0,2464.576352986164,1152.62047368,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,6306,99.999,380.0,220.0,2150.3395004793215,1014.5328545699999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8335,1066,889.0,380.0,220.0,28.12314281748356,0.423164,0.0,0.0,0.0,hv,0.0,,,3.0318,,-1.0,False,1,1.0,True,100.0
,,2723,1066,99.999,380.0,220.0,1573.1312759273912,552.163878306,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,1066,99.999,380.0,220.0,4579.446183298102,1934.50565475,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,3532,99.999,380.0,220.0,7556.5294649068965,3273.93426033,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,3532,99.999,380.0,220.0,95.02347213323665,-8.324316756,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4534,4788,724.0,380.0,220.0,25.53825463519385,0.323628,0.0,0.0,0.0,hv,0.0,,,4.2713,,-1.0,False,1,1.0,True,100.0
,,2723,4788,99.999,380.0,220.0,33.78553582391344,-1.510284897,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,7591,99.999,380.0,220.0,28.67658696952077,-1.268587314,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,5439,99.999,380.0,220.0,5327.43874528503,2797.96402008,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,2604,99.999,380.0,220.0,5344.488552571263,2886.7441322700006,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,6420,99.999,380.0,220.0,426.93008048092156,99.403405956,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,1580,99.999,380.0,220.0,4578.390213407968,1905.58994391,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,1084,99.999,380.0,220.0,2653.4504643739174,1195.7640422400002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2723,3912,99.999,380.0,220.0,3258.64036156074,1173.88026108,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,4788,99.999,380.0,220.0,2742.3365984733073,1039.76260227,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,7591,99.999,380.0,220.0,2560.189405322706,945.734342562,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,5439,724.0,380.0,220.0,26.31255026687668,0.296116,0.0,0.0,0.0,hv,0.0,,,9.2291,,-1.0,False,1,1.0,True,100.0
,,1267,5439,99.999,380.0,220.0,49.48987409766215,-0.694193058,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,2604,99.999,380.0,220.0,49.10959024813156,-0.816091839,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,1970,99.999,380.0,220.0,1754.862442247916,470.17539819899997,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,1580,99.999,380.0,220.0,297.88735567065487,18.31281687,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,6654,99.999,380.0,220.0,5439.524599386318,3063.8893608000003,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1267,6306,99.999,380.0,220.0,4750.955474738774,2701.49698476,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6221,5141,99.999,380.0,220.0,6.41248270866862,0.075699243,0.0,0.0,0.0,hv,0.0,,,4.20069999999999,,1.0,False,1,1.0,True,100.0
,,5861,1257,99.999,380.0,220.0,796.9423236769189,215.824241736,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4051,1257,99.999,380.0,220.0,811.3433054841687,212.84907148800002,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5861,4084,99.999,380.0,220.0,269.1605842513223,53.658763407,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4051,4084,99.999,380.0,220.0,250.22742617077267,52.94817051300001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7482,6977,856.0,380.0,220.0,15.82496969862199,0.33384,0.0,0.0,-0.090668,hv,0.0,,,5.4019,,-1.0,False,1,1.0,True,100.0
,,7482,4349,99.999,380.0,220.0,225.15018113093035,85.677843213,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8192,2195,691.0,380.0,220.0,21.94213595939841,0.355865,0.0,0.0,0.0,hv,0.0,,,0.25059999999999,,1.0,False,1,1.0,True,100.0
,,8192,2195,691.0,380.0,220.0,25.38130483456879,0.281928,0.0,0.0,0.0,hv,0.0,,,1.1529,,-1.0,False,1,1.0,True,100.0
,,7649,3605,99.999,380.0,220.0,14.85469175669616,0.64799352,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2531,3605,99.999,380.0,220.0,3.835256030803,0.05499945,0.0,0.0,0.0,hv,0.0,,,2.21749999999999,,-1.0,False,1,1.0,True,100.0
,,1662,2882,99.999,380.0,220.0,90.19158172884715,11.432985669,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7965,2882,99.999,380.0,220.0,714.0632332593102,393.177868182,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5099,2882,99.999,380.0,220.0,268.0303274101075,102.286177128,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1587,2882,99.999,380.0,220.0,290.41280801356993,114.57325425600001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2889,2882,99.999,380.0,220.0,66.27833821830325,11.551984479,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1662,6196,99.999,380.0,220.0,109.11348492150911,34.233157665,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,7814,99.999,380.0,220.0,49.43523757910492,8.14391856,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8854,55,99.999,380.0,220.0,161.02993598093823,49.20200797499999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2419,5087,99.999,380.0,220.0,5.84057589225849,0.07899921,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2419,5087,99.999,380.0,220.0,5.95143861574175,0.07699923,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1662,3943,1185.0,380.0,220.0,19.72706472621624,0.247665,0.0,0.0,0.0,hv,0.0,,,5.2237,,-1.0,False,1,1.0,True,100.0
,,1662,396,99.999,380.0,220.0,26.41532902177294,-2.006179938,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1662,4970,99.999,380.0,220.0,39.05308908239031,2.61097389,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1662,1119,99.999,380.0,220.0,27.57797936693177,2.95297047,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1662,396,1185.0,380.0,220.0,18.14830382221022,0.295065,0.0,0.0,0.0,hv,0.0,,,2.4591,,-1.0,False,1,1.0,True,100.0
,,4636,1674,99.999,380.0,220.0,39.00992473075168,1.13498865,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4636,3538,99.999,380.0,220.0,42.55105141611993,3.46696533,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8854,1623,1185.0,380.0,220.0,22.47312985073119,0.188415,0.0,0.0,0.0,hv,0.0,,,3.7597,,-1.0,False,1,1.0,True,100.0
,,8854,1623,99.999,380.0,220.0,21.51477000584864,-1.12598874,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8854,7126,99.999,380.0,220.0,104.57477830377671,20.03579964,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,8854,9164,99.999,380.0,220.0,52.45282180830967,11.706982929,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,3834,416,99.999,380.0,220.0,94.95993233764311,9.330206697,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,4365,416,99.999,380.0,220.0,32.82240745098057,1.29698703,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2384,416,99.999,380.0,220.0,60.46946206537783,5.92894071,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,5324,99.999,380.0,220.0,92.13345754601531,5.01294987,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,4166,99.999,380.0,220.0,86.7192180472606,4.7699523,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7965,3536,99.999,380.0,220.0,256.6434934831293,74.93005069200001,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7965,5868,99.999,380.0,220.0,578.8035177004997,290.280997161,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2905,1674,99.999,380.0,220.0,44.57713611867148,3.28196718,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7919,416,99.999,380.0,220.0,87.30519792006449,18.647713521,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2079,416,99.999,380.0,220.0,83.9749655352576,18.597714021,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7423,416,99.999,380.0,220.0,325.7878258612324,120.70949289299999,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6192,416,99.999,380.0,220.0,172.29806300276158,41.466485331,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5099,3536,99.999,380.0,220.0,94.37669542379143,12.961070388,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,5099,5868,99.999,380.0,220.0,235.2664753618673,79.604503947,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1587,3536,99.999,380.0,220.0,107.71579637580258,13.645963539,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1587,5868,99.999,380.0,220.0,266.4130356138116,83.835761634,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7616,1345,790.0,380.0,220.0,23.14424736038958,0.23542,0.0,0.0,-0.169703,hv,0.0,,,8.58589999999999,,1.0,False,1,1.0,True,100.0
,,4633,5621,99.999,380.0,220.0,37.4391010557643,1.60398396,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2137,5621,99.999,380.0,220.0,36.66210875539477,1.63498365,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,2905,5621,99.999,380.0,220.0,32.82616001166,2.414075859,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6273,5621,99.999,380.0,220.0,45.89291475800643,2.19397806,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,1993,8915,724.0,380.0,220.0,25.42906097707896,0.33304,0.0,0.0,0.0,hv,0.0,,,1.92600000000001,,1.0,False,1,1.0,True,100.0
,,1993,6585,790.0,380.0,220.0,13.72711585815826,0.25912,0.0,0.0,0.0,hv,0.0,,,1.6586,,1.0,False,1,1.0,True,100.0
,,2905,3538,99.999,380.0,220.0,5.57522549569866,0.05599944,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,2662,99.999,380.0,220.0,77.99359890372847,9.53690463,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,4803,99.999,380.0,220.0,124.51771314741042,32.538974607,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6604,7601,99.999,380.0,220.0,122.36147105088385,36.745532541,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,6273,2900,99.999,380.0,220.0,4.85661036728691,0.0799992,0.0,0.0,0.0,hv,,,,,,,False,1,1.0,True,100.0
,,7913,1626,724.0,380.0,220.0,27.53548055065566,0.23892,0.0,0.0,0.0,hv,0.0,,,2.7774,,1.0,False,1,1.0,True,100.0
